movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical_drama,horror,music,musical,mystery,noir,romance,romantic_comedy,science_fiction,sport,thriller,war,western,historical drama,romantic comedy,science fiction,dark_comedy
A Perfect World,0.1,0.05,0.0,0.05,0.0,0.0,0.6,0.0,0.0,0.85,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Call Me by Your Name,0.01,0.01,0.0,0.75,0.0,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eternals,0.75,0.8,0.0,0.2,0.4,0.1,0.15,0.0,0.0,0.7,0.65,0.3,0.9,1.0,0.5,0.55,0.1,0.25,0.05,0.35,0.0,0.15,0.0,0.95,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.05
Lion,0.05,0.15,0.0,0.1,0.95,0.1,0.0,0.0,0.0,0.9,0.05,0.6,0.0,1.0,0.7,0.0,0.0,0.1,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.0
The Avengers,0.95,0.7,0.0,0.05,0.0,0.1,0.1,0.0,0.0,0.6,0.75,0.2,0.15,1.0,0.0,0.0,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.5,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.05
Bullet Train,0.95,0.7,0.0,0.1,0.05,0.8,0.9,0.85,0.0,0.75,0.15,0.1,0.05,1.0,0.0,0.0,0.05,0.15,0.0,0.85,0.1,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.2,0.0,0.0
The Living Daylights,0.95,0.9,0.0,0.05,0.0,0.05,0.1,0.0,0.0,0.2,0.05,0.1,0.0,1.0,0.05,0.05,0.0,0.15,0.0,0.7,0.0,0.05,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Batman,0.95,0.8,0.0,0.15,0.0,0.0,0.9,0.0,0.0,0.7,0.05,0.1,0.05,1.0,0.0,0.0,0.1,0.05,0.0,0.75,0.2,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
The Notebook,0.01,0.01,0.0,0.1,0.15,0.01,0.0,0.0,0.0,0.95,0.05,0.1,0.0,1.0,0.1,0.15,0.0,0.05,0.0,0.0,0.0,0.99,0.1,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
The Duchess,0.05,0.1,0.0,0.35,0.95,0.05,0.0,0.0,0.0,0.9,0.15,0.0,0.0,1.0,0.9,0.0,0.0,0.1,0.0,0.05,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0
Jaws 3-D,0.7,0.55,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,1.0,0.0,0.0,0.85,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
"I, Tonya",0.05,0.0,0.0,0.1,0.95,0.8,0.2,0.9,0.0,0.9,0.0,0.0,0.0,1.0,0.7,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0
The Lord of the Rings: The War of the Rohirrim,0.95,0.9,0.0,0.2,0.05,0.0,0.0,0.0,0.0,0.85,0.98,0.7,0.99,0.95,0.6,0.8,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.25,0.8,0.0,0.0,0.0,0.0,0.0
Free State of Jones,0.75,0.6,0.0,0.1,0.85,0.05,0.2,0.0,0.0,0.9,0.5,0.0,0.0,1.0,0.95,0.92,0.0,0.15,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.2,0.7,0.8,0.0,0.0,0.0,0.0
Perfect Stranger,0.1,0.0,0.0,0.05,0.0,0.2,0.3,0.15,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
The Ultimate Gift,0.0,0.0,0.0,0.05,0.8,0.0,0.0,0.0,0.0,0.95,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
Miss Potter,0.01,0.15,0.0,0.65,0.95,0.2,0.0,0.05,0.0,0.8,0.0,0.5,0.0,0.9,0.7,0.0,0.0,0.1,0.1,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
House of Gucci,0.1,0.05,0.0,0.2,0.95,0.3,0.8,0.4,0.0,0.9,0.15,0.0,0.0,1.0,0.7,0.0,0.0,0.1,0.05,0.6,0.1,0.2,0.0,0.0,0.0,0.7,0.0,0.0,0.85,0.0,0.0,0.0
The Frozen Ground,0.1,0.0,0.0,0.05,0.7,0.0,0.95,0.0,0.0,0.9,0.0,0.0,0.0,0.95,0.6,0.0,0.15,0.0,0.0,0.8,0.05,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.75,0.0,0.0,0.0
Paid in Full,0.1,0.0,0.0,0.05,0.0,0.6,0.7,0.55,0.0,0.75,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.15,0.0,0.2,0.1,0.05,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
The Secret: Dare to Dream,0.01,0.05,0.0,0.15,0.2,0.0,0.0,0.0,0.9,0.1,0.0,0.1,0.0,0.0,0.25,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Excalibur,0.7,0.95,0.0,0.8,0.05,0.1,0.05,0.0,0.0,0.9,0.9,0.6,0.98,1.0,0.95,0.0,0.05,0.4,0.1,0.1,0.0,0.15,0.0,0.0,0.0,0.1,0.1,0.0,0.95,0.0,0.0,0.0
The Pledge,0.15,0.05,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Megalopolis,0.6,0.45,0.0,0.1,0.0,0.05,0.2,0.0,0.0,0.4,0.5,0.0,0.0,0.95,0.15,0.1,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Spaceballs,0.7,0.85,0.0,0.05,0.0,0.95,0.0,0.0,0.0,0.1,0.2,0.9,0.75,1.0,0.0,0.0,0.0,0.15,0.1,0.05,0.0,0.1,0.2,0.9,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.8
Billy Madison,0.01,0.01,0.0,0.0,0.0,0.95,0.0,0.8,0.0,0.1,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0
Heat 2,0.95,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Daylight,0.65,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Mother and Child,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Last Action Hero,0.95,0.8,0.0,0.1,0.0,0.7,0.0,0.65,0.0,0.2,0.15,0.6,0.4,1.0,0.05,0.0,0.0,0.1,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.2,0.6,0.0
American Gangster,0.3,0.0,0.0,0.05,0.95,0.0,0.98,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.8,0.85,0.0,0.1,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Guarding Tess,0.2,0.05,0.0,0.1,0.05,0.15,0.0,0.0,0.0,0.6,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1
A Perfect Getaway,0.6,0.55,0.0,0.05,0.0,0.2,0.7,0.0,0.0,0.65,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.8,0.1,0.1,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.15
Spawn,0.95,0.7,0.0,0.2,0.1,0.05,0.6,0.0,0.0,0.75,0.4,0.0,0.8,0.99,0.15,0.05,0.7,0.05,0.0,0.2,0.1,0.0,0.0,0.6,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0
Snatched a Billionaire to be My Husband,0.01,0.01,0.0,0.01,0.01,0.25,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.8,0.0,0.0
Aftermath,0.01,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.95,0.9,0.0,0.0,0.0,0.95,0.8,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.7,0.0,0.7,0.0,0.0,0.0
Wild Bill,0.95,0.7,0.0,0.1,0.8,0.1,0.2,0.0,0.0,0.75,0.15,0.0,0.0,1.0,0.85,0.8,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.98,0.0,0.0,0.0,0.05
Footloose,0.1,0.05,0.0,0.05,0.0,0.8,0.0,0.1,0.0,0.6,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.25,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.4,0.0,0.0
Natural Born Killers,0.2,0.0,0.0,0.3,0.05,0.4,0.8,0.9,0.0,0.75,0.05,0.0,0.0,1.0,0.0,0.0,0.1,0.15,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
"Lock, Stock and Two Smoking Barrels",0.95,0.2,0.0,0.15,0.0,0.9,0.98,0.92,0.0,0.7,0.05,0.0,0.0,1.0,0.0,0.0,0.05,0.1,0.0,0.85,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
RocknRolla,0.6,0.0,0.0,0.2,0.0,0.75,0.95,0.9,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.7,0.4,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Mary Poppins,0.1,0.85,0.7,0.35,0.05,0.75,0.0,0.15,0.0,0.4,0.05,0.95,0.9,1.0,0.0,0.0,0.0,0.9,0.95,0.1,0.0,0.2,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.25,0.0,0.0
