movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western,historical_drama,romantic_comedy,science_fiction,dark_comedy
The Little Vampire,0.01,0.15,0.99,0.2,0.0,0.4,0.0,0.1,0.0,0.25,0.0,0.85,0.7,0.99,0.0,0.0,0.1,0.1,0.15,0.05,0.0,0.05,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Sliver,0.2,0.0,0.0,0.15,0.0,0.0,0.85,0.05,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.75,0.3,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Old School,0.1,0.05,0.0,0.05,0.0,0.95,0.05,0.8,0.0,0.2,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.15,0.0,0.05,0.0,0.1,0.2,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Death Becomes Her,0.05,0.01,0.0,0.1,0.0,0.75,0.0,0.8,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.05,0.0,0.15,0.0,0.2,0.7,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Spy Game,0.95,0.2,0.0,0.05,0.1,0.05,0.8,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.15,0.1,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Casablanca,0.2,0.1,0.0,0.15,0.05,0.05,0.1,0.0,0.0,0.9,0.15,0.0,0.0,1.0,0.7,0.0,0.0,0.25,0.05,0.5,0.6,0.95,0.0,0.0,0.0,0.3,0.9,0.0,0.85,0.1,0.0,0.0
Mad Max: Fury Road,0.98,0.95,0.0,0.15,0.05,0.05,0.1,0.0,0.0,0.8,0.9,0.1,0.2,1.0,0.1,0.0,0.25,0.7,0.0,0.1,0.1,0.05,0.0,0.0,0.0,0.85,0.15,0.9,0.15,0.0,0.95,0.0
A Cinderella Story,0.05,0.1,0.0,0.1,0.0,0.6,0.0,0.15,0.0,0.5,0.0,0.8,0.4,1.0,0.0,0.0,0.0,0.2,0.1,0.1,0.0,0.9,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Emily the Criminal,0.2,0.05,0.0,0.1,0.0,0.05,0.95,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.15
The Life of Chuck,0.05,0.02,0.0,0.15,0.95,0.3,0.0,0.25,0.0,0.9,0.0,0.1,0.0,0.99,0.8,0.75,0.0,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uglies,0.05,0.2,0.0,0.15,0.0,0.3,0.0,0.1,0.0,0.6,0.0,0.5,0.1,0.95,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
They/Them,0.0,0.0,0.0,0.2,0.05,0.1,0.0,0.15,0.0,0.85,0.0,0.0,0.0,1.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
Wedding Daze,0.01,0.01,0.0,0.05,0.0,0.85,0.01,0.15,0.0,0.2,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.01,0.0,0.7,0.9,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Fantastic Four,0.75,0.6,0.0,0.05,0.0,0.2,0.0,0.1,0.0,0.3,0.15,0.5,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Idiocracy,0.05,0.05,0.0,0.15,0.0,0.9,0.0,0.85,0.0,0.8,0.05,0.05,0.0,1.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Conjuring,0.1,0.05,0.0,0.05,0.15,0.0,0.1,0.0,0.0,0.6,0.05,0.0,0.0,1.0,0.1,0.1,0.95,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Lights Out,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Don't Tell a Soul,0.05,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
The Odd Life of Timothy Green,0.05,0.15,0.0,0.2,0.0,0.6,0.0,0.1,0.0,0.7,0.0,0.9,0.6,1.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hitpig,0.2,0.1,0.0,0.05,0.0,0.3,0.15,0.0,0.0,0.25,0.0,0.05,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4
The Fall,0.1,0.0,0.0,0.05,0.2,0.0,0.85,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.15,0.0,0.0,0.0,0.0,0.7,0.05,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0
Tau,0.2,0.05,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Good Luck to You, Leo Grande",0.0,0.0,0.0,0.25,0.0,0.1,0.0,0.15,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.85,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Hocus Pocus,0.1,0.3,0.0,0.15,0.0,0.75,0.0,0.4,0.0,0.15,0.0,0.9,0.85,1.0,0.0,0.0,0.2,0.1,0.15,0.1,0.0,0.05,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Stripes,0.85,0.6,0.0,0.1,0.05,0.9,0.1,0.8,0.0,0.65,0.05,0.7,0.05,1.0,0.15,0.1,0.0,0.15,0.1,0.1,0.0,0.05,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
Smile 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.95,0.0,0.0,0.9,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Why Him?,0.01,0.01,0.0,0.01,0.0,0.9,0.0,0.85,0.0,0.6,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.05,0.2,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Smashing Machine,0.7,0.1,0.0,0.05,0.0,0.2,0.0,0.15,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Confessions of a Dangerous Mind,0.1,0.0,0.0,0.15,0.95,0.3,0.2,0.4,0.1,0.85,0.0,0.0,0.0,0.9,0.2,0.6,0.0,0.05,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
The Many Adventures of Winnie the Pooh,0.01,0.25,0.99,0.1,0.0,0.8,0.0,0.05,0.0,0.05,0.0,0.95,0.3,0.95,0.0,0.0,0.0,0.15,0.1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark Star,0.1,0.15,0.0,0.35,0.0,0.8,0.0,0.95,0.0,0.4,0.0,0.0,0.1,1.0,0.0,0.0,0.1,0.15,0.0,0.05,0.0,0.0,0.0,0.75,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
The Whole Nine Yards,0.65,0.05,0.0,0.0,0.0,0.95,0.2,0.9,0.0,0.2,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.7,0.0,0.0
Indiana Jones and the Raiders of the Lost Ark,0.98,0.95,0.0,0.1,0.05,0.2,0.05,0.0,0.0,0.3,0.7,0.8,0.15,1.0,0.6,0.0,0.1,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.4,0.65,0.0,0.0,0.0
The Duel at Silver Creek,0.85,0.7,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.65,0.2,0.0,0.0,1.0,0.75,0.0,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.95,0.8,0.0,0.0,0.0
Moby Dick,0.7,0.8,0.0,0.65,0.1,0.05,0.0,0.0,0.0,0.95,0.75,0.0,0.0,1.0,0.2,0.0,0.15,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.25,0.0,0.0,0.0
1408,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
Robert the Bruce,0.6,0.75,0.0,0.1,0.95,0.05,0.1,0.0,0.0,0.9,0.65,0.2,0.05,1.0,0.98,0.9,0.0,0.15,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.7,0.0,0.0,0.0,0.0,0.0
Klaus,0.05,0.7,0.95,0.8,0.2,0.6,0.01,0.25,0.0,0.85,0.1,0.9,0.2,1.0,0.4,0.4,0.0,0.45,0.3,0.15,0.0,0.5,0.2,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0
I Am: Celine Dion,0.0,0.0,0.0,0.05,0.95,0.05,0.0,0.0,0.9,0.8,0.0,0.1,0.0,0.9,0.2,0.2,0.0,0.98,0.7,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ice Age: Dawn of the Dinosaurs,0.2,0.75,0.95,0.1,0.0,0.8,0.0,0.15,0.0,0.25,0.05,0.9,0.3,1.0,0.0,0.0,0.05,0.1,0.05,0.1,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Marsh King's Daughter,0.1,0.2,0.0,0.35,0.05,0.0,0.0,0.0,0.0,0.6,0.15,0.05,0.0,1.0,0.4,0.5,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
This Means War,0.7,0.1,0.0,0.05,0.0,0.85,0.0,0.7,0.0,0.6,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.9,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.95,0.0,0.0
Moulin Rouge!,0.1,0.2,0.0,0.7,0.05,0.6,0.05,0.0,0.0,0.8,0.3,0.1,0.5,1.0,0.2,0.0,0.0,0.95,0.9,0.1,0.0,0.95,0.0,0.0,0.0,0.05,0.0,0.0,0.25,0.85,0.0,0.4
Escape from L.A.,0.95,0.8,0.0,0.1,0.05,0.7,0.2,0.85,0.0,0.6,0.25,0.15,0.1,1.0,0.05,0.0,0.1,0.15,0.0,0.3,0.05,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.75,0.0
Murder on the Orient Express,0.1,0.2,0.0,0.15,0.05,0.05,0.7,0.0,0.0,0.85,0.25,0.0,0.0,0.95,0.1,0.3,0.0,0.05,0.0,0.95,0.1,0.05,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
