movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical_drama,horror,music,musical,mystery,noir,romance,romantic_comedy,science_fiction,sport,thriller,war,western,historical drama,romantic comedy,science fiction,dark_comedy
Get Shorty,0.15,0.05,0.0,0.05,0.0,0.9,0.85,0.7,0.0,0.6,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.1,0.05,0.7,0.2,0.1,0.2,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0
The Blind,0.05,0.0,0.0,0.1,0.0,0.0,0.15,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
The Clovehitch Killer,0.2,0.0,0.0,0.1,0.0,0.0,0.85,0.05,0.0,0.7,0.0,0.0,0.0,1.0,0.15,0.0,0.2,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.15,0.0,0.0,0.0
Uncharted,0.95,0.9,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.3,0.2,0.6,0.05,1.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.15
Bad Boys II,0.98,0.2,0.0,0.01,0.0,0.7,0.8,0.0,0.0,0.1,0.05,0.15,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.05,0.05,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.65
Death Becomes Her,0.05,0.0,0.0,0.2,0.0,0.9,0.0,0.85,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0.0,0.0,0.1,0.0,0.6,0.75,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
V for Vendetta,0.95,0.6,0.0,0.7,0.0,0.1,0.85,0.0,0.0,0.9,0.2,0.05,0.15,0.98,0.8,0.75,0.4,0.1,0.0,0.7,0.2,0.05,0.0,0.2,0.0,0.9,0.6,0.0,0.0,0.0,0.0,0.25
To Catch a Killer,0.2,0.05,0.0,0.05,0.0,0.0,0.95,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
What Women Want,0.05,0.0,0.0,0.0,0.0,0.85,0.0,0.1,0.0,0.4,0.0,0.15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
Casino,0.2,0.0,0.0,0.15,0.6,0.1,0.95,0.0,0.0,0.9,0.1,0.0,0.0,1.0,0.7,0.75,0.0,0.1,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.25
Prisoners,0.7,0.0,0.0,0.1,0.0,0.0,0.95,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
The Bunny Game,0.05,0.0,0.0,0.1,0.0,0.25,0.15,0.2,0.0,0.3,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Midnight in the Garden of Good and Evil,0.05,0.0,0.0,0.7,0.6,0.3,0.1,0.2,0.0,0.8,0.1,0.0,0.0,1.0,0.7,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.0
Coyote Ugly,0.2,0.05,0.0,0.1,0.0,0.75,0.05,0.3,0.0,0.5,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.6,0.65,0.05,0.0,0.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.7,0.0,0.0
Inception,0.95,0.85,0.0,0.2,0.0,0.1,0.05,0.0,0.0,0.7,0.6,0.0,0.75,1.0,0.0,0.0,0.2,0.1,0.0,0.9,0.0,0.05,0.0,0.9,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.15
The Count of Monte Cristo,0.65,0.85,0.0,0.1,0.75,0.15,0.9,0.0,0.0,0.95,0.7,0.2,0.3,1.0,0.9,0.9,0.05,0.05,0.0,0.95,0.1,0.5,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Old Henry,0.1,0.05,0.0,0.2,0.7,0.15,0.0,0.0,0.0,0.85,0.0,0.1,0.0,1.0,0.7,0.75,0.0,0.1,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.15
The Tiger's Apprentice,0.65,0.8,0.9,0.2,0.05,0.25,0.0,0.0,0.0,0.4,0.1,0.75,0.7,0.95,0.15,0.05,0.0,0.1,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05
Charlie St. Cloud,0.2,0.3,0.0,0.05,0.1,0.15,0.0,0.0,0.0,0.85,0.0,0.7,0.05,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Legion,0.65,0.15,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.1,0.9,0.0,0.0,0.2,0.05,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Hellraiser: Bloodline,0.2,0.1,0.0,0.15,0.0,0.05,0.15,0.0,0.0,0.4,0.0,0.0,0.65,0.95,0.05,0.0,0.85,0.05,0.0,0.3,0.05,0.0,0.0,0.15,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.1
Lord of the Flies,0.05,0.35,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.1,0.95,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0
The Flash,0.95,0.9,0.0,0.05,0.2,0.15,0.0,0.0,0.0,0.7,0.25,0.6,0.8,1.0,0.0,0.0,0.1,0.05,0.0,0.2,0.0,0.1,0.0,0.9,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.1
Silkwood,0.05,0.0,0.0,0.1,0.85,0.0,0.1,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.7,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.0,0.0
Hot Frosty,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.15,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scream 2,0.05,0.0,0.0,0.05,0.0,0.7,0.0,0.9,0.0,0.2,0.0,0.05,0.0,1.0,0.0,0.0,0.95,0.05,0.0,0.9,0.0,0.05,0.05,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
Jason Bourne,0.95,0.8,0.0,0.05,0.1,0.0,0.9,0.0,0.0,0.75,0.15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.2,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0
Darkman,0.85,0.2,0.0,0.1,0.0,0.05,0.15,0.0,0.0,0.6,0.0,0.0,0.1,1.0,0.0,0.0,0.25,0.05,0.0,0.2,0.1,0.0,0.0,0.15,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.05
Stowaway,0.2,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.7,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.85,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
The Map of Tiny Perfect Things,0.01,0.01,0.0,0.85,0.0,0.05,0.0,0.1,0.0,0.95,0.0,0.0,0.05,1.0,0.0,0.0,0.0,0.05,0.0,0.7,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
The Mule,0.1,0.05,0.0,0.05,0.7,0.15,0.4,0.1,0.0,0.85,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.6,0.0,0.0,0.0
500 Days of Summer,0.0,0.0,0.0,0.1,0.0,0.75,0.0,0.2,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Be Kind Rewind,0.05,0.1,0.0,0.5,0.0,0.85,0.0,0.7,0.0,0.6,0.0,0.1,0.15,1.0,0.0,0.0,0.0,0.2,0.3,0.25,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.2,0.0
Anacondas: The Hunt for the Blood Orchid,0.7,0.55,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.25,0.0,0.1,0.0,0.95,0.0,0.0,0.85,0.0,0.0,0.2,0.0,0.0,0.0,0.05,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.15
Elysium,0.8,0.6,0.0,0.2,0.0,0.05,0.1,0.0,0.0,0.75,0.5,0.0,0.0,1.0,0.0,0.0,0.1,0.15,0.0,0.2,0.0,0.0,0.0,0.95,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
13 Minutes,0.7,0.0,0.0,0.05,0.0,0.0,0.95,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0
Jurassic World Dominion,0.95,0.9,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.6,0.7,0.7,0.2,1.0,0.0,0.0,0.4,0.05,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.15
True Story,0.05,0.0,0.0,0.05,0.95,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0
Penguins of Madagascar,0.6,0.85,0.99,0.1,0.0,0.8,0.05,0.0,0.0,0.2,0.05,0.95,0.15,0.99,0.0,0.0,0.0,0.2,0.1,0.3,0.0,0.05,0.0,0.05,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.3
Afternoon Delight,0.0,0.0,0.0,0.05,0.0,0.5,0.0,0.1,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Basketball Diaries,0.1,0.0,0.0,0.05,0.85,0.05,0.2,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Big Hero 6,0.7,0.85,0.99,0.6,0.0,0.75,0.0,0.0,0.0,0.65,0.05,0.95,0.1,1.0,0.0,0.0,0.05,0.65,0.15,0.2,0.0,0.25,0.05,0.9,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.1
Maximum Overdrive,0.7,0.5,0.0,0.1,0.0,0.65,0.0,0.75,0.0,0.4,0.2,0.25,0.6,1.0,0.0,0.0,0.7,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.9,0.0
The Little Rascals,0.1,0.2,0.0,0.05,0.0,0.95,0.0,0.15,0.0,0.1,0.0,0.9,0.05,1.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
