movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western,historical_drama,romantic_comedy,science_fiction,dark_comedy
Spun,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
"Welcome Home, Roscoe Jenkins",0.1,0.05,0.0,0.05,0.15,0.75,0.0,0.2,0.0,0.5,0.0,0.6,0.0,1.0,0.05,0.1,0.0,0.1,0.05,0.0,0.0,0.05,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dangerous Liaisons,0.0,0.0,0.0,0.2,0.05,0.1,0.0,0.25,0.0,0.85,0.05,0.0,0.0,1.0,0.15,0.2,0.0,0.05,0.0,0.15,0.05,0.7,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Pretty Woman,0.05,0.01,0.0,0.15,0.0,0.85,0.0,0.1,0.0,0.7,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.95,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
National Treasure,0.7,0.95,0.0,0.6,0.1,0.3,0.15,0.0,0.0,0.4,0.5,0.8,0.2,0.98,0.9,0.0,0.05,0.1,0.05,0.85,0.0,0.15,0.0,0.0,0.0,0.75,0.05,0.0,0.65,0.0,0.0,0.1
Godzilla vs. Kong,0.95,0.9,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.2,0.8,0.3,0.2,1.0,0.0,0.0,0.7,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.9,0.0
The Day After Tomorrow,0.7,0.65,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.8,0.75,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.95,0.0
No Hard Feelings,0.05,0.0,0.0,0.0,0.0,0.75,0.1,0.6,0.0,0.5,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Upgraded,0.95,0.0,0.0,0.1,0.0,0.05,0.1,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.8,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Treasure Planet,0.75,0.95,0.9,0.4,0.05,0.6,0.1,0.0,0.0,0.7,0.2,0.9,0.85,1.0,0.15,0.0,0.05,0.7,0.65,0.45,0.0,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.25,0.98,0.55
The Killer's Game,0.85,0.0,0.0,0.15,0.0,0.0,0.95,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Batman Begins,0.95,0.9,0.0,0.65,0.0,0.0,0.9,0.0,0.0,0.8,0.2,0.1,0.1,1.0,0.0,0.0,0.2,0.2,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Dreamgirls,0.05,0.02,0.0,0.1,0.8,0.2,0.05,0.15,0.0,0.95,0.1,0.2,0.0,1.0,0.2,0.7,0.0,0.9,0.98,0.05,0.0,0.4,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
McLintock!,0.2,0.15,0.0,0.05,0.0,0.85,0.0,0.3,0.0,0.1,0.05,0.7,0.05,0.95,0.1,0.1,0.0,0.15,0.2,0.0,0.0,0.1,0.2,0.0,0.0,0.05,0.0,0.9,0.0,0.0,0.0,0.0
Hansel & Gretel: Witch Hunters,0.95,0.8,0.0,0.05,0.0,0.1,0.0,0.15,0.0,0.2,0.1,0.3,0.75,0.95,0.0,0.0,0.85,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
The Lord of the Rings: The Fellowship of the Ring,0.95,0.98,0.0,0.7,0.05,0.05,0.0,0.0,0.0,0.85,0.95,0.8,0.99,1.0,0.2,0.0,0.05,0.6,0.0,0.2,0.0,0.05,0.0,0.0,0.0,0.3,0.1,0.0,0.25,0.0,0.0,0.0
Harry Potter and the Order of the Phoenix,0.65,0.8,0.0,0.1,0.0,0.25,0.05,0.0,0.0,0.75,0.3,0.9,0.95,1.0,0.0,0.0,0.1,0.15,0.0,0.3,0.0,0.05,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.05
Walking Tall,0.85,0.1,0.0,0.05,0.15,0.0,0.7,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.1,0.15,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.0
Star Trek: Insurrection,0.85,0.92,0.0,0.15,0.05,0.1,0.0,0.0,0.0,0.7,0.65,0.2,0.1,1.0,0.0,0.0,0.0,0.15,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.98,0.05
Rock-A-Doodle,0.05,0.1,0.95,0.15,0.0,0.7,0.0,0.2,0.0,0.1,0.0,0.8,0.2,1.0,0.0,0.0,0.0,0.8,0.9,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Incredibles 2,0.95,0.9,1.0,0.7,0.0,0.85,0.0,0.0,0.0,0.75,0.25,0.98,0.1,1.0,0.0,0.0,0.05,0.5,0.1,0.05,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.05,0.15,0.2
Toy Story,0.2,0.6,0.95,0.15,0.0,0.8,0.0,0.0,0.0,0.4,0.05,0.9,0.4,1.0,0.0,0.0,0.0,0.2,0.1,0.05,0.0,0.2,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.1
Untraceable,0.7,0.1,0.0,0.05,0.0,0.05,0.95,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
The Descendants,0.05,0.0,0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13 Going on 30,0.05,0.0,0.0,0.05,0.0,0.9,0.0,0.2,0.0,0.85,0.0,0.75,0.05,1.0,0.0,0.0,0.0,0.1,0.15,0.0,0.0,0.8,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
War for the Planet of the Apes,0.95,0.92,0.0,0.1,0.0,0.01,0.0,0.0,0.0,0.85,0.7,0.2,0.0,0.99,0.0,0.0,0.15,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.75,0.2,0.0,0.0,0.0,0.98,0.0
Red One,0.85,0.7,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.2,0.6,0.15,0.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.35,0.0,0.0,0.0
Chicago,0.1,0.0,0.0,0.15,0.05,0.85,0.1,0.7,0.0,0.75,0.0,0.0,0.0,1.0,0.1,0.2,0.0,0.9,0.95,0.05,0.0,0.6,0.8,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Tomorrow War,0.85,0.7,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.75,0.6,0.2,0.15,0.95,0.1,0.1,0.1,0.05,0.0,0.15,0.0,0.0,0.0,0.9,0.0,0.8,0.7,0.0,0.0,0.0,0.0,0.0
Synchronic,0.6,0.55,0.0,0.15,0.0,0.1,0.4,0.15,0.0,0.7,0.05,0.0,0.2,0.95,0.0,0.0,0.45,0.05,0.0,0.75,0.0,0.1,0.0,0.65,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
On Golden Pond,0.0,0.0,0.0,0.05,0.0,0.2,0.0,0.05,0.0,0.95,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emancipation,0.75,0.3,0.0,0.15,0.9,0.05,0.2,0.0,0.0,0.95,0.4,0.1,0.0,0.98,0.8,0.0,0.1,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.25,0.15,0.9,0.0,0.0,0.0
Detachment,0.05,0.01,0.0,0.25,0.05,0.45,0.05,0.55,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Northman,0.95,0.9,0.0,0.7,0.85,0.05,0.2,0.0,0.0,0.92,0.8,0.0,0.1,1.0,0.98,0.95,0.25,0.15,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0
Kit Kittredge: An American Girl,0.05,0.1,0.0,0.2,0.7,0.2,0.0,0.0,0.0,0.8,0.0,0.9,0.0,0.9,0.7,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
Plus One,0.05,0.0,0.0,0.0,0.0,0.65,0.0,0.4,0.0,0.25,0.0,0.15,0.0,0.95,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.7,0.0,0.0
Halloween Ends,0.6,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
The Vast of Night,0.05,0.1,0.0,0.75,0.0,0.1,0.0,0.15,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Finding Nemo,0.1,0.85,0.95,0.2,0.05,0.7,0.0,0.0,0.0,0.6,0.05,0.98,0.05,1.0,0.0,0.0,0.0,0.25,0.1,0.15,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.15
Tequila Sunrise,0.1,0.05,0.0,0.15,0.0,0.7,0.2,0.65,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.05,0.25,0.1,0.9,0.85,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Harlem Nights,0.1,0.0,0.0,0.2,0.05,0.85,0.25,0.7,0.0,0.6,0.0,0.05,0.0,1.0,0.15,0.1,0.0,0.4,0.3,0.1,0.15,0.1,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Bee Movie,0.05,0.1,0.95,0.15,0.0,0.8,0.0,0.6,0.0,0.3,0.0,0.9,0.1,1.0,0.0,0.0,0.0,0.15,0.2,0.1,0.0,0.2,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.5,0.0,0.0
Love Hard,0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.7,0.0,0.6,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.9,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Captain Marvel,0.95,0.8,0.0,0.05,0.2,0.1,0.05,0.0,0.0,0.6,0.7,0.4,0.15,1.0,0.1,0.0,0.0,0.05,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.75,0.0,0.0,0.1,0.0,0.9,0.0
The Parent Trap,0.05,0.2,0.0,0.05,0.0,0.7,0.0,0.1,0.0,0.6,0.0,0.95,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trolls Band Together,0.1,0.2,0.95,0.15,0.0,0.8,0.0,0.1,0.0,0.3,0.05,0.9,0.25,0.95,0.0,0.0,0.0,0.9,0.9,0.05,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
