movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical_drama,horror,music,musical,mystery,noir,romance,romantic_comedy,science_fiction,sport,thriller,war,western,historical drama,romantic comedy,science fiction,dark_comedy
The Strangers: Chapter 2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Underdog,0.7,0.8,0.95,0.1,0.0,0.75,0.05,0.0,0.0,0.25,0.15,0.9,0.6,0.95,0.0,0.0,0.05,0.2,0.15,0.1,0.0,0.1,0.15,0.1,0.05,0.15,0.0,0.0,0.0,0.0,0.0,0.2
River Wild,0.85,0.9,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.7,0.2,0.15,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
Watchmen,0.95,0.7,0.0,0.85,0.05,0.1,0.9,0.2,0.0,0.95,0.6,0.0,0.1,1.0,0.75,0.0,0.6,0.15,0.0,0.9,0.7,0.05,0.0,0.0,0.0,0.9,0.1,0.0,0.8,0.0,0.8,0.0
Fast X,0.98,0.95,0.0,0.05,0.02,0.2,0.1,0.15,0.0,0.3,0.8,0.1,0.05,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.05,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Boneyard,0.0,0.0,0.0,0.05,0.0,0.0,0.15,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0
Guy Ritchie's The Covenant,0.85,0.7,0.0,0.1,0.05,0.2,0.6,0.3,0.0,0.4,0.15,0.1,0.05,0.95,0.2,0.25,0.05,0.1,0.0,0.55,0.25,0.15,0.05,0.0,0.0,0.75,0.1,0.0,0.0,0.0,0.0,0.0
All of Us Strangers,0.01,0.01,0.0,0.05,0.0,0.05,0.01,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.15,0.05,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.1
The Bourne Legacy,0.95,0.8,0.0,0.05,0.1,0.0,0.7,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.75,0.0
The Girl in the Pool,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Pretty Woman,0.05,0.01,0.0,0.1,0.0,0.85,0.01,0.1,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.15,0.02,0.0,0.95,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.99,0.0,0.0
The Covenant,0.7,0.65,0.0,0.1,0.05,0.0,0.05,0.0,0.0,0.4,0.2,0.05,0.05,0.95,0.15,0.1,0.1,0.05,0.0,0.2,0.0,0.05,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0
Surrogates,0.75,0.2,0.0,0.15,0.0,0.1,0.05,0.0,0.0,0.6,0.05,0.05,0.1,0.95,0.0,0.0,0.1,0.05,0.0,0.25,0.0,0.05,0.0,0.9,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.15
Giant,0.1,0.05,0.0,0.15,0.2,0.05,0.0,0.0,0.0,0.85,0.7,0.1,0.0,1.0,0.9,0.95,0.0,0.1,0.0,0.05,0.0,0.4,0.0,0.0,0.0,0.05,0.0,0.3,0.0,0.0,0.0,0.0
Haunt,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Sonic the Hedgehog 3,0.85,0.9,0.7,0.1,0.0,0.6,0.05,0.2,0.0,0.3,0.15,0.95,0.25,1.0,0.0,0.0,0.0,0.15,0.05,0.1,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.8,0.0
Van Helsing,0.95,0.85,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.7,0.6,0.2,0.8,1.0,0.1,0.15,0.75,0.05,0.0,0.2,0.0,0.05,0.0,0.3,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.05
Cat People,0.05,0.02,0.0,0.25,0.0,0.0,0.05,0.0,0.0,0.75,0.0,0.0,0.05,1.0,0.0,0.0,0.9,0.1,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Runaway Train,0.95,0.7,0.0,0.1,0.05,0.15,0.8,0.0,0.0,0.9,0.5,0.0,0.0,1.0,0.0,0.0,0.1,0.05,0.0,0.75,0.2,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.1
Last Shift,0.1,0.0,0.0,0.1,0.0,0.0,0.6,0.1,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Priscilla,0.1,0.4,0.0,0.6,0.0,0.8,0.0,0.7,0.0,0.7,0.2,0.6,0.0,1.0,0.3,0.0,0.0,0.9,0.9,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.7,0.0,0.0
Legend,0.75,0.05,0.0,0.1,0.9,0.05,0.95,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.05,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.85,0.0,0.0,0.0
Vantage Point,0.95,0.0,0.0,0.15,0.0,0.0,0.2,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0
Ferdinand,0.01,0.15,0.95,0.05,0.01,0.6,0.01,0.1,0.0,0.25,0.01,0.9,0.05,1.0,0.01,0.0,0.0,0.05,0.1,0.05,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.05,0.0,0.0
Bridesmaids,0.0,0.0,0.0,0.05,0.0,0.95,0.0,0.9,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.1,0.05,0.05,0.0,0.15,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.9,0.0,0.0
Wishmaster,0.2,0.15,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.25,0.0,0.1,0.8,0.95,0.0,0.0,0.7,0.05,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.15
Here,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.95,0.1,0.0,0.0,0.0,0.95,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jackie Brown,0.1,0.0,0.0,0.2,0.05,0.6,0.95,0.85,0.0,0.7,0.0,0.0,0.0,1.0,0.05,0.05,0.0,0.15,0.0,0.9,0.9,0.05,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Purple Hearts,0.2,0.05,0.0,0.1,0.05,0.25,0.0,0.15,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.4,0.3,0.05,0.0,0.9,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.75,0.0,0.0
Hidden Strike,0.85,0.7,0.0,0.05,0.1,0.0,0.6,0.0,0.0,0.75,0.15,0.05,0.0,1.0,0.2,0.25,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0
Little Fockers,0.0,0.0,0.0,0.01,0.0,0.95,0.0,0.8,0.0,0.2,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0
The Knight Before Christmas,0.1,0.25,0.95,0.3,0.05,0.6,0.0,0.55,0.0,0.4,0.05,0.7,0.85,1.0,0.15,0.0,0.0,0.75,0.8,0.05,0.0,0.35,0.0,0.0,0.0,0.05,0.0,0.0,0.1,0.5,0.0,0.0
The Six Triple Eight,0.7,0.25,0.0,0.05,0.1,0.15,0.85,0.2,0.0,0.75,0.0,0.0,0.0,1.0,0.15,0.0,0.0,0.05,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.0,0.0
EuroTrip,0.1,0.3,0.0,0.05,0.0,0.95,0.05,0.8,0.0,0.2,0.0,0.2,0.0,1.0,0.05,0.0,0.0,0.1,0.05,0.05,0.0,0.15,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Slackers,0.05,0.0,0.0,0.2,0.0,0.85,0.0,0.7,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
Line in the Sand,0.7,0.65,0.0,0.05,0.1,0.0,0.2,0.0,0.0,0.8,0.25,0.0,0.0,0.95,0.5,0.6,0.0,0.05,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.45,0.0,0.0,0.0,0.0,0.0
Alone,0.2,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Candy Land,0.0,0.1,0.95,0.2,0.0,0.15,0.0,0.0,0.0,0.05,0.0,0.9,0.8,0.95,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dogma,0.1,0.15,0.0,0.4,0.0,0.75,0.0,0.8,0.0,0.6,0.1,0.05,0.9,1.0,0.0,0.0,0.05,0.1,0.15,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
BloodRayne,0.95,0.7,0.0,0.1,0.0,0.05,0.2,0.0,0.0,0.3,0.05,0.0,0.15,0.95,0.0,0.0,0.8,0.1,0.0,0.15,0.05,0.0,0.0,0.1,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Timer,0.2,0.05,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.4,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Good Boys,0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.8,0.0,0.1,0.0,0.9,0.0,1.0,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0
Big Trouble in Little China,0.95,0.9,0.0,0.1,0.0,0.85,0.15,0.7,0.0,0.2,0.25,0.1,0.8,1.0,0.1,0.0,0.75,0.2,0.05,0.3,0.1,0.05,0.0,0.0,0.0,0.6,0.0,0.0,0.05,0.0,0.7,0.0
RoboCop,0.95,0.05,0.0,0.1,0.0,0.2,0.8,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0.05,0.0,0.15,0.0,0.0,0.0,0.9,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.7
"Lust, Caution",0.2,0.05,0.0,0.75,0.1,0.05,0.25,0.15,0.0,0.9,0.1,0.0,0.0,0.95,0.6,0.0,0.0,0.2,0.0,0.5,0.4,0.7,0.0,0.0,0.0,0.65,0.0,0.0,0.8,0.0,0.0,0.0
National Lampoon's Animal House,0.05,0.01,0.0,0.05,0.0,0.95,0.0,0.8,0.0,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
