movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western,historical_drama,romantic_comedy,science_fiction,dark_comedy
The Rookie,0.2,0.05,0.0,0.0,0.6,0.15,0.0,0.05,0.0,0.75,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.9,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Outlaw Johnny Black,0.95,0.7,0.0,0.1,0.05,0.15,0.8,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.9,0.25,0.0,0.0,0.0
Toy Story,0.1,0.7,0.95,0.2,0.0,0.85,0.0,0.0,0.0,0.6,0.05,0.98,0.5,1.0,0.0,0.0,0.0,0.25,0.1,0.05,0.0,0.15,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.15
Fargo,0.2,0.05,0.0,0.15,0.0,0.6,0.95,0.9,0.0,0.9,0.0,0.0,0.0,1.0,0.1,0.05,0.05,0.05,0.0,0.85,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Varsity Blues,0.2,0.05,0.0,0.05,0.0,0.15,0.0,0.1,0.0,0.6,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.25,0.15,0.0,0.8,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Encanto,0.05,0.15,0.95,0.2,0.1,0.3,0.0,0.0,0.0,0.6,0.05,0.9,0.2,1.0,0.1,0.0,0.0,0.9,0.95,0.05,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.15,0.0,0.05
Harry Potter and the Deathly Hallows: Part 2,0.95,0.9,0.0,0.1,0.05,0.15,0.2,0.05,0.0,0.85,0.8,0.7,0.98,1.0,0.05,0.0,0.5,0.2,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.8,0.1,0.0,0.05,0.0,0.0,0.0
Ambulance,0.95,0.2,0.0,0.05,0.0,0.1,0.8,0.25,0.0,0.75,0.15,0.0,0.0,1.0,0.0,0.0,0.1,0.05,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
The Conversation,0.1,0.0,0.0,0.65,0.0,0.0,0.95,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.9,0.7,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0
My Cousin Vinny,0.05,0.01,0.0,0.01,0.0,0.95,0.1,0.8,0.0,0.5,0.0,0.3,0.0,1.0,0.01,0.01,0.0,0.02,0.0,0.45,0.0,0.01,0.7,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Armor,0.2,0.05,0.0,0.05,0.6,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
Friday the 13th: A New Beginning,0.6,0.1,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.05,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.05
I Spit on Your Grave: Vengeance Is Mine,0.7,0.0,0.0,0.05,0.0,0.0,0.65,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.9,0.05,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
My Girl,0.05,0.0,0.0,0.1,0.0,0.8,0.0,0.2,0.0,0.7,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0
Fifty Shades of Grey,0.05,0.01,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Never Let Go,0.2,0.15,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0.1,1.0,0.0,0.0,0.7,0.05,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0
My Dead Friend Zoe,0.01,0.01,0.0,0.05,0.0,0.1,0.05,0.15,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
The Kings of Summer,0.1,0.7,0.0,0.25,0.0,0.65,0.0,0.15,0.0,0.85,0.05,0.75,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Posse from Hell,0.85,0.7,0.0,0.05,0.0,0.1,0.2,0.15,0.0,0.3,0.0,0.0,0.0,0.95,0.25,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.9,0.0,0.0,0.0,0.0
Daredevil,0.95,0.6,0.0,0.1,0.05,0.05,0.9,0.0,0.0,0.85,0.1,0.0,0.0,1.0,0.0,0.0,0.15,0.1,0.0,0.7,0.2,0.05,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.1
8 Mile,0.6,0.05,0.0,0.2,0.1,0.75,0.25,0.7,0.0,0.95,0.0,0.1,0.0,1.0,0.0,0.05,0.0,0.9,0.8,0.0,0.0,0.3,0.2,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0
"Faster, Pussycat! Kill! Kill!",0.95,0.7,0.0,0.2,0.0,0.85,0.15,0.9,0.0,0.4,0.05,0.0,0.1,1.0,0.0,0.0,0.25,0.75,0.9,0.1,0.15,0.2,0.1,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Cherry,0.1,0.0,0.0,0.05,0.6,0.05,0.2,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Blue Velvet,0.1,0.05,0.0,0.85,0.0,0.15,0.7,0.2,0.0,0.9,0.05,0.0,0.1,1.0,0.0,0.0,0.6,0.2,0.0,0.8,0.3,0.05,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
How to Train Your Dragon: The Hidden World,0.85,0.95,1.0,0.7,0.0,0.6,0.0,0.1,0.0,0.8,0.5,0.98,0.9,1.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Subservience,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.6,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.15,0.0,0.0,0.0
The Twilight Saga: Breaking Dawn - Part 2,0.2,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.3,0.4,0.95,0.0,0.0,0.05,0.05,0.0,0.05,0.0,0.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Transformers: Dark of the Moon,0.95,0.85,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.2,0.7,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Hard Target,0.98,0.2,0.0,0.05,0.0,0.1,0.6,0.15,0.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.25,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
The War with Grandpa,0.05,0.1,0.0,0.01,0.0,0.85,0.0,0.15,0.0,0.2,0.0,0.95,0.0,0.98,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.05,0.1,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
Beaches,0.0,0.0,0.0,0.01,0.15,0.1,0.0,0.02,0.0,0.85,0.05,0.2,0.0,1.0,0.05,0.1,0.0,0.05,0.05,0.05,0.0,0.95,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frailty,0.2,0.15,0.0,0.1,0.05,0.0,0.1,0.0,0.0,0.75,0.05,0.0,0.4,1.0,0.05,0.05,0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Jennifer's Body,0.05,0.0,0.0,0.15,0.0,0.85,0.0,0.9,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.9,0.1,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Under Siege 2: Dark Territory,0.95,0.7,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
The Living Daylights,0.95,0.9,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.7,0.1,0.1,0.0,1.0,0.1,0.1,0.0,0.2,0.0,0.8,0.1,0.2,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Thumbelina,0.0,0.5,0.95,0.6,0.05,0.2,0.0,0.0,0.0,0.4,0.0,0.8,0.7,1.0,0.0,0.0,0.0,0.3,0.25,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
"Synecdoche, New York",0.05,0.0,0.0,0.95,0.1,0.2,0.0,0.8,0.05,0.9,0.0,0.0,0.0,1.0,0.05,0.05,0.0,0.15,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Elton John: Never Too Late,0.05,0.01,0.0,0.15,0.95,0.2,0.05,0.1,0.8,0.9,0.05,0.1,0.0,0.85,0.7,0.75,0.0,0.98,0.9,0.0,0.0,0.5,0.15,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
21 Bridges,0.95,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0
Intrusion,0.6,0.1,0.0,0.05,0.0,0.0,0.7,0.0,0.0,0.65,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Fractured,0.2,0.05,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
The Blues Brothers,0.7,0.65,0.0,0.15,0.05,0.95,0.2,0.7,0.0,0.25,0.05,0.6,0.05,1.0,0.0,0.0,0.0,0.9,0.85,0.1,0.0,0.05,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Never Say Never Again,0.95,0.8,0.0,0.05,0.0,0.05,0.1,0.0,0.0,0.2,0.7,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Watcher,0.05,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
