movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western,historical_drama,romantic_comedy,science_fiction,dark_comedy
C.H.U.D.,0.2,0.05,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.9,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.85,0.25
Scooby-Doo 2: Monsters Unleashed,0.2,0.7,0.95,0.05,0.0,0.8,0.0,0.1,0.0,0.05,0.0,0.9,0.6,1.0,0.0,0.0,0.5,0.1,0.0,0.85,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Hell or High Water,0.85,0.2,0.0,0.15,0.0,0.05,0.9,0.1,0.0,0.95,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.75,0.0,0.0,0.0,0.0
Burlesque,0.1,0.05,0.0,0.2,0.05,0.6,0.0,0.25,0.0,0.55,0.0,0.15,0.0,1.0,0.0,0.0,0.0,0.9,0.95,0.0,0.0,0.7,0.75,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Scott Pilgrim vs. the World,0.85,0.7,0.05,0.6,0.0,0.95,0.05,0.9,0.0,0.75,0.1,0.2,0.8,1.0,0.0,0.0,0.05,0.9,0.8,0.2,0.0,0.9,0.95,0.15,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
A Complete Unknown,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bound,0.2,0.0,0.0,0.6,0.0,0.2,0.7,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.15,0.0,0.5,0.2,0.55,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.25
The Twilight Saga: Eclipse,0.4,0.35,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.6,0.1,0.2,0.4,0.95,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
White Bird,0.05,0.1,0.0,0.2,0.4,0.0,0.0,0.0,0.8,0.7,0.0,0.2,0.0,0.8,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Shining,0.05,0.1,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.9,0.15,0.0,0.0,1.0,0.0,0.0,0.95,0.05,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
It Happened One Night,0.01,0.01,0.0,0.1,0.02,0.95,0.01,0.2,0.0,0.9,0.01,0.1,0.01,1.0,0.01,0.15,0.0,0.05,0.05,0.15,0.01,0.99,0.98,0.01,0.01,0.02,0.01,0.01,0.0,0.0,0.0,0.0
Julie & Julia,0.0,0.0,0.0,0.1,0.95,0.8,0.0,0.2,0.1,0.75,0.0,0.2,0.0,0.9,0.2,0.6,0.0,0.4,0.25,0.05,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grumpy Old Men,0.0,0.0,0.0,0.05,0.0,0.95,0.0,0.1,0.0,0.7,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inglourious Basterds,0.95,0.7,0.0,0.2,0.05,0.3,0.8,0.65,0.0,0.9,0.6,0.0,0.0,1.0,0.85,0.9,0.4,0.1,0.0,0.75,0.5,0.05,0.0,0.0,0.0,0.9,0.95,0.8,0.0,0.0,0.0,0.0
Wonka,0.1,0.6,0.95,0.7,0.3,0.8,0.05,0.5,0.0,0.75,0.2,0.9,0.85,1.0,0.25,0.2,0.15,0.7,0.8,0.4,0.0,0.2,0.15,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Long Shot,0.1,0.1,0.0,0.05,0.1,0.85,0.0,0.7,0.0,0.6,0.0,0.2,0.0,1.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The War with Grandpa,0.05,0.1,0.0,0.01,0.0,0.85,0.0,0.2,0.0,0.25,0.0,0.95,0.0,0.98,0.0,0.0,0.0,0.02,0.05,0.05,0.0,0.05,0.15,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Mummies (1999),0.65,0.7,0.0,0.15,0.0,0.2,0.0,0.0,0.0,0.4,0.1,0.5,0.6,0.95,0.45,0.0,0.55,0.1,0.05,0.4,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.2,0.25
Ford v Ferrari,0.95,0.7,0.0,0.05,0.8,0.05,0.0,0.0,0.0,0.9,0.75,0.1,0.0,1.0,0.9,0.95,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Unsane,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.75,0.05,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
Blockers,0.05,0.01,0.0,0.01,0.0,0.85,0.0,0.7,0.0,0.2,0.0,0.5,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.0
Weekend in Taipei,0.05,0.15,0.0,0.3,0.0,0.6,0.0,0.0,0.0,0.4,0.0,0.2,0.0,1.0,0.1,0.0,0.0,0.2,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.3,0.0,0.1
Secondhand Lions,0.1,0.05,0.0,0.2,0.7,0.15,0.0,0.0,0.0,0.9,0.05,0.1,0.0,1.0,0.75,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.85,0.0,0.0,0.15
The Wild Robot,0.2,0.8,0.95,0.6,0.0,0.3,0.0,0.0,0.0,0.7,0.1,0.9,0.2,1.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avatar: Fire and Ash,0.95,0.9,0.0,0.2,0.05,0.0,0.0,0.0,0.0,0.75,0.85,0.2,0.7,1.0,0.1,0.0,0.0,0.15,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.15,0.0,0.9,0.0
Gone with the Wind,0.2,0.15,0.0,0.1,0.05,0.05,0.0,0.0,0.0,0.85,0.7,0.1,0.0,0.95,0.9,0.95,0.0,0.15,0.05,0.05,0.0,0.9,0.0,0.0,0.0,0.05,0.1,0.15,0.0,0.0,0.0,0.0
Thunderbolt and Lightfoot,0.95,0.8,0.0,0.1,0.0,0.75,0.2,0.6,0.0,0.7,0.15,0.3,0.0,1.0,0.05,0.05,0.0,0.2,0.1,0.3,0.1,0.1,0.15,0.0,0.0,0.4,0.0,0.9,0.0,0.0,0.0,0.0
Short Term 12,0.0,0.0,0.0,0.2,0.0,0.05,0.0,0.0,0.0,0.95,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Frank and Penelope,0.05,0.0,0.0,0.15,0.0,0.65,0.0,0.6,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.8,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boston Strangler,0.05,0.0,0.0,0.1,0.8,0.0,0.95,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.8,0.9,0.1,0.0,0.0,0.9,0.05,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Black Widow,0.95,0.7,0.0,0.1,0.65,0.15,0.2,0.05,0.0,0.8,0.25,0.3,0.05,1.0,0.6,0.65,0.05,0.1,0.0,0.2,0.0,0.1,0.0,0.05,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
The Pit and the Pendulum,0.01,0.01,0.0,0.15,0.02,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.95,0.05,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.05,0.0,0.0,0.0
The Last Castle,0.8,0.2,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.15,0.25,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
Rampage,0.95,0.8,0.0,0.05,0.0,0.2,0.0,0.15,0.0,0.1,0.6,0.3,0.1,1.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
"Faster, Pussycat! Kill! Kill!",0.95,0.7,0.0,0.2,0.0,0.85,0.1,0.9,0.0,0.3,0.05,0.0,0.15,1.0,0.0,0.0,0.4,0.6,0.75,0.25,0.2,0.1,0.05,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
The Lobster,0.05,0.0,0.0,0.8,0.0,0.6,0.0,0.9,0.0,0.9,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.3,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
The Unbearable Lightness of Being,0.01,0.05,0.0,0.5,0.05,0.1,0.01,0.0,0.0,0.9,0.01,0.0,0.0,0.95,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05
Ex-Husbands,0.05,0.0,0.0,0.1,0.0,0.8,0.0,0.7,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.0
Do the Right Thing,0.05,0.0,0.0,0.8,0.05,0.2,0.05,0.15,0.0,0.95,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Inside Man,0.6,0.0,0.0,0.05,0.0,0.0,0.95,0.05,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.85,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
The Pink Panther,0.1,0.15,0.0,0.2,0.0,0.95,0.05,0.8,0.0,0.15,0.05,0.25,0.05,1.0,0.0,0.0,0.0,0.1,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0
American Fiction,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.05,0.0,0.95,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.05,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
