movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical_drama,horror,music,musical,mystery,noir,romance,romantic_comedy,science_fiction,sport,thriller,war,western,dark_comedy,historical drama,romantic comedy,science fiction
Big Night,0.01,0.01,0.0,0.75,0.15,0.9,0.0,0.1,0.0,0.85,0.05,0.1,0.0,1.0,0.2,0.0,0.0,0.25,0.15,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.05,0.0
Death Becomes Her,0.05,0.0,0.0,0.15,0.0,0.9,0.0,0.85,0.0,0.7,0.0,0.0,0.05,1.0,0.0,0.0,0.1,0.05,0.0,0.1,0.0,0.6,0.75,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
We're the Millers,0.1,0.05,0.0,0.05,0.0,0.85,0.15,0.7,0.0,0.3,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2,0.0
Body Heat,0.05,0.0,0.0,0.1,0.0,0.05,0.2,0.15,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.6,0.3,0.4,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
Rogue One: A Star Wars Story,0.95,0.9,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.8,0.85,0.6,0.95,1.0,0.75,0.7,0.05,0.15,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.8,0.9,0.0,0.0,0.0,0.0,0.0
The Shadow Strays,0.2,0.15,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.95,0.0,0.1,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
I Care a Lot,0.05,0.0,0.0,0.1,0.0,0.2,0.9,0.7,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
King Arthur,0.75,0.8,0.0,0.1,0.2,0.15,0.05,0.0,0.0,0.6,0.65,0.4,0.9,0.95,0.7,0.75,0.0,0.1,0.05,0.1,0.0,0.15,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0
Brokeback Mountain,0.01,0.01,0.0,0.65,0.15,0.01,0.01,0.0,0.0,0.98,0.05,0.0,0.0,1.0,0.01,0.0,0.0,0.05,0.0,0.01,0.0,0.95,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.1,0.0,0.0
Hellboy: The Crooked Man,0.85,0.7,0.0,0.1,0.05,0.15,0.2,0.0,0.0,0.6,0.25,0.3,0.9,0.95,0.1,0.1,0.75,0.05,0.0,0.6,0.05,0.0,0.0,0.1,0.0,0.7,0.0,0.0,0.1,0.0,0.0,0.0
The Cat's Meow,0.01,0.01,0.0,0.05,0.0,0.85,0.0,0.1,0.0,0.05,0.0,0.1,0.0,1.0,0.01,0.0,0.0,0.2,0.9,0.0,0.0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hollywood Hotel,0.0,0.0,0.0,0.05,0.0,0.3,0.0,0.25,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
Phantom Thread,0.05,0.0,0.0,0.75,0.6,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.4,0.1,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0
Joker,0.2,0.05,0.0,0.7,0.25,0.15,0.9,0.8,0.0,0.95,0.05,0.0,0.0,1.0,0.1,0.0,0.4,0.6,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.2,0.0,0.0
The Mummy,0.7,0.8,0.0,0.1,0.05,0.15,0.2,0.05,0.0,0.6,0.4,0.25,0.75,1.0,0.65,0.0,0.6,0.1,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.7,0.1,0.0,0.0,0.6,0.0,0.5
We Can Be Heroes,0.95,0.9,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.7,0.65,0.8,0.2,1.0,0.05,0.0,0.0,0.1,0.05,0.15,0.0,0.05,0.0,0.0,0.0,0.5,0.1,0.0,0.15,0.0,0.0,0.0
Firestarter,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.0,1.0,0.0,0.0,0.95,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Yentl,0.05,0.1,0.0,0.2,0.6,0.25,0.0,0.05,0.0,0.85,0.15,0.4,0.05,0.95,0.7,0.0,0.0,0.7,0.8,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.3,0.0
Close Encounters of the Third Kind,0.2,0.5,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.65,0.3,0.2,1.0,0.0,0.0,0.05,0.35,0.0,0.1,0.0,0.0,0.0,0.95,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
21 Jump Street,0.85,0.6,0.0,0.05,0.0,0.9,0.2,0.8,0.0,0.7,0.0,0.65,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.75,0.0
"Don't Worry, He Won't Get Far on Foot",0.05,0.1,0.0,0.3,0.1,0.8,0.05,0.7,0.0,0.6,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Star Is Born,0.0,0.0,0.0,0.05,0.2,0.05,0.0,0.0,0.0,0.95,0.1,0.0,0.0,1.0,0.0,0.05,0.0,0.9,0.8,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Death Proof,0.95,0.2,0.0,0.15,0.0,0.6,0.7,0.8,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.1,0.0,0.85,0.3,0.25,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0
The Chronicles of Narnia: The Voyage of the Dawn Treader,0.75,0.95,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.6,0.8,0.9,0.98,0.95,0.05,0.05,0.05,0.15,0.05,0.2,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Alita: Battle Angel,0.95,0.85,0.9,0.7,0.1,0.05,0.15,0.0,0.0,0.8,0.75,0.2,0.8,1.0,0.1,0.05,0.1,0.6,0.0,0.2,0.0,0.15,0.0,0.98,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0
Original Sin,0.05,0.0,0.0,0.2,0.0,0.0,0.6,0.1,0.0,0.8,0.0,0.0,0.0,1.0,0.1,0.1,0.1,0.0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Doctor Strange,0.85,0.7,0.0,0.15,0.0,0.1,0.0,0.05,0.0,0.6,0.2,0.05,0.9,1.0,0.0,0.0,0.1,0.15,0.0,0.2,0.0,0.05,0.0,0.4,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
Free Solo,0.95,0.98,0.0,0.15,0.8,0.0,0.0,0.0,0.9,0.9,0.2,0.05,0.0,0.95,0.1,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Shotgun Wedding,0.7,0.1,0.0,0.05,0.0,0.65,0.05,0.75,0.0,0.5,0.0,0.2,0.0,1.0,0.0,0.0,0.1,0.05,0.0,0.15,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.0
Annabelle Comes Home,0.1,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.05,0.1,0.95,0.0,0.0,0.85,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Cabrini,0.0,0.0,0.0,0.05,0.95,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.9,0.95,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Fallout,0.7,0.1,0.0,0.05,0.15,0.0,0.3,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.2,0.25,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Black Mama White Mama,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
The Great Mouse Detective,0.2,0.85,0.95,0.4,0.0,0.7,0.05,0.1,0.0,0.5,0.0,0.9,0.15,0.98,0.0,0.0,0.0,0.25,0.05,0.3,0.0,0.1,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Upgraded,0.95,0.0,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
An Affair to Remember,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.95,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghostbusters: Afterlife,0.2,0.5,0.0,0.05,0.0,0.4,0.0,0.0,0.0,0.3,0.0,0.6,0.15,1.0,0.1,0.0,0.05,0.1,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0
The Bye Bye Man,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.95,0.0,0.0,0.9,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Criminal,0.85,0.05,0.0,0.1,0.0,0.0,0.95,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
The Banker,0.05,0.01,0.0,0.02,0.95,0.08,0.2,0.05,0.0,0.9,0.01,0.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.85,0.0,0.0
The Other Woman,0.01,0.01,0.0,0.0,0.0,0.95,0.01,0.8,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0
A Bronx Tale,0.05,0.01,0.0,0.15,0.0,0.3,0.2,0.1,0.0,0.85,0.0,0.25,0.0,1.0,0.05,0.0,0.0,0.1,0.05,0.05,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.05,0.0
Alice in Wonderland,0.2,0.85,0.7,0.6,0.0,0.65,0.0,0.2,0.0,0.4,0.15,0.9,0.95,1.0,0.05,0.0,0.1,0.55,0.75,0.3,0.0,0.1,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.25
Holidate,0.0,0.0,0.0,0.05,0.0,0.85,0.0,0.2,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0
