movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western,historical_drama,romantic_comedy,science_fiction,dark_comedy
Checkin' It Twice,0.1,0.05,0.0,0.05,0.0,0.2,0.15,0.0,0.0,0.25,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.15
White Palace,0.05,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
Emma,0.05,0.0,0.0,0.1,0.0,0.7,0.0,0.2,0.0,0.6,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaun of the Dead,0.2,0.05,0.0,0.15,0.0,0.95,0.05,0.0,0.0,0.6,0.0,0.1,0.0,1.0,0.0,0.0,0.3,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.9
The Bourne Identity,0.95,0.7,0.0,0.1,0.05,0.0,0.9,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.95,0.15,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0
Mr. Brooks,0.1,0.0,0.0,0.15,0.0,0.2,0.05,0.25,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
The Fall,0.2,0.05,0.0,0.15,0.6,0.0,0.85,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.7,0.75,0.0,0.05,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Napoleon,0.75,0.6,0.0,0.2,0.95,0.05,0.1,0.0,0.0,0.9,0.8,0.0,0.0,0.98,0.98,0.0,0.0,0.15,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.05,0.2,0.0,0.95,0.0,0.0,0.0
All About Eve,0.0,0.0,0.0,0.75,0.2,0.1,0.0,0.3,0.0,0.95,0.05,0.0,0.0,1.0,0.1,0.2,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Bridge of Spies,0.1,0.1,0.0,0.1,0.8,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.0,1.0,0.9,0.9,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Call Me by Your Name,0.01,0.01,0.0,0.65,0.01,0.05,0.01,0.0,0.0,0.95,0.01,0.01,0.01,1.0,0.01,0.0,0.01,0.1,0.01,0.01,0.01,0.9,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
The Lion King,0.2,0.85,0.95,0.6,0.05,0.25,0.0,0.0,0.0,0.7,0.4,0.9,0.75,1.0,0.1,0.0,0.0,0.8,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0
Altered States,0.05,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.9,0.0,0.0,0.7,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.8,0.0
Welcome to the Dollhouse,0.05,0.0,0.0,0.25,0.0,0.6,0.1,0.75,0.0,0.65,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
The Green Inferno,0.25,0.3,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.4,0.05,0.0,0.0,0.95,0.15,0.2,0.8,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Ready or Not,0.7,0.2,0.0,0.05,0.0,0.85,0.1,0.9,0.0,0.6,0.0,0.15,0.1,1.0,0.0,0.0,0.5,0.05,0.0,0.4,0.0,0.05,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Prey,0.95,0.85,0.0,0.1,0.05,0.0,0.15,0.0,0.0,0.7,0.2,0.25,0.1,1.0,0.6,0.65,0.3,0.05,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Best in Show,0.0,0.0,0.0,0.6,0.0,0.95,0.0,0.8,0.85,0.7,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Street Kings,0.95,0.0,0.0,0.05,0.0,0.05,0.9,0.1,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
The Girlfriend Experience,0.0,0.0,0.0,0.25,0.0,0.0,0.05,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.05,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Curious George,0.05,0.4,0.95,0.1,0.0,0.7,0.0,0.15,0.0,0.1,0.0,0.9,0.05,0.95,0.0,0.0,0.0,0.1,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T2 Trainspotting,0.05,0.0,0.0,0.15,0.1,0.6,0.9,0.95,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
The Family Plan,0.01,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.3,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Gone in the Night,0.05,0.0,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0.7,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Terrifier,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.1
X-Men: Apocalypse,0.95,0.8,0.0,0.05,0.1,0.15,0.0,0.0,0.0,0.7,0.6,0.2,0.75,1.0,0.15,0.0,0.2,0.05,0.0,0.25,0.0,0.05,0.0,0.0,0.0,0.75,0.0,0.0,0.1,0.0,0.9,0.05
The Strangers: Chapter 1,0.05,0.01,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.95,0.0,0.0,0.99,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0
Redemption,0.2,0.05,0.0,0.05,0.6,0.0,0.15,0.0,0.0,0.85,0.0,0.0,0.0,0.95,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.0
Bad Lieutenant,0.15,0.0,0.0,0.2,0.05,0.1,0.95,0.7,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.05,0.0,0.2,0.85,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
The Silencing,0.2,0.05,0.0,0.15,0.0,0.0,0.25,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.1,0.1,0.4,0.05,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
The Penguin Lessons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Karate Kid,0.7,0.2,0.0,0.05,0.0,0.25,0.0,0.0,0.0,0.6,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.15,0.0,0.0
Zero Day,0.8,0.0,0.0,0.05,0.0,0.0,0.75,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.15,0.0
Excision,0.85,0.05,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.9,0.05,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
Kong: Skull Island,0.95,0.9,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.2,0.8,0.25,0.7,0.99,0.1,0.0,0.6,0.1,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.1,0.0,0.8,0.0
Truth,0.01,0.01,0.0,0.02,0.95,0.05,0.03,0.0,0.9,0.75,0.0,0.0,0.0,0.15,0.8,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.7,0.0,0.0,0.0
Zack Snyder's Justice League,0.95,0.8,0.0,0.2,0.05,0.05,0.1,0.0,0.0,0.7,0.75,0.1,0.6,1.0,0.0,0.0,0.15,0.1,0.0,0.2,0.0,0.05,0.0,0.9,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
A Fall from Grace,0.05,0.0,0.0,0.1,0.4,0.1,0.2,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0.0,0.0,0.05
Candyman: Farewell to the Flesh,0.1,0.05,0.0,0.15,0.0,0.0,0.1,0.0,0.0,0.25,0.0,0.0,0.1,0.95,0.05,0.05,0.8,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
Inland Empire,0.05,0.01,0.0,0.85,0.0,0.0,0.02,0.05,0.0,0.7,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Career Opportunities,0.0,0.0,0.0,0.05,0.0,0.25,0.0,0.15,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scary Movie 3,0.1,0.05,0.0,0.0,0.0,0.95,0.05,0.8,0.0,0.1,0.0,0.2,0.05,1.0,0.0,0.0,0.7,0.05,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.15,0.1,0.0
A Boy Called Christmas,0.1,0.75,0.0,0.15,0.6,0.2,0.0,0.0,0.0,0.7,0.25,0.9,0.65,0.95,0.8,0.0,0.0,0.1,0.05,0.15,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.75,0.0,0.0,0.05
Black Adam,0.95,0.8,0.0,0.05,0.2,0.1,0.3,0.05,0.0,0.4,0.7,0.15,0.9,1.0,0.25,0.25,0.1,0.1,0.0,0.15,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
