movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical_drama,horror,music,musical,mystery,noir,romance,romantic_comedy,science_fiction,sport,thriller,war,western,dark_comedy,historical drama,romantic comedy,science fiction
Unicorns,0.01,0.1,0.95,0.2,0.0,0.05,0.0,0.0,0.0,0.15,0.05,0.8,0.9,1.0,0.0,0.0,0.0,0.1,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
The Manchurian Candidate,0.6,0.0,0.0,0.1,0.2,0.0,0.7,0.0,0.0,0.95,0.05,0.0,0.0,1.0,0.1,0.3,0.3,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.0,0.0,0.0,0.0
Uncle Buck,0.0,0.01,0.0,0.02,0.0,0.95,0.0,0.8,0.0,0.15,0.0,0.85,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0
The Nice Guys,0.75,0.2,0.0,0.1,0.0,0.9,0.85,0.95,0.0,0.6,0.0,0.15,0.0,1.0,0.05,0.0,0.0,0.1,0.0,0.8,0.7,0.1,0.2,0.0,0.0,0.7,0.0,0.05,0.0,0.0,0.0,0.0
Lord of War,0.75,0.0,0.0,0.1,0.2,0.0,0.9,0.1,0.0,0.8,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.2,0.0,0.0
We're the Millers,0.2,0.1,0.0,0.05,0.0,0.85,0.15,0.7,0.0,0.4,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.3,0.0
Miller's Girl,0.0,0.0,0.0,0.05,0.2,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.15,0.2,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.05,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Finestkind,0.01,0.05,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.8,0.0,0.15,0.0,1.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Goonies,0.75,0.95,0.0,0.1,0.0,0.8,0.05,0.2,0.0,0.6,0.05,0.9,0.25,1.0,0.0,0.0,0.05,0.15,0.05,0.4,0.0,0.1,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.15,0.0
Hatchet,0.75,0.2,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Sleeping with the Enemy,0.05,0.0,0.0,0.05,0.2,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
The Meg,0.95,0.8,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.6,0.7,0.2,0.1,1.0,0.0,0.0,0.85,0.0,0.0,0.7,0.0,0.0,0.0,0.9,0.0,0.9,0.0,0.0,0.05,0.0,0.0,0.0
Deadpool,0.95,0.2,0.0,0.05,0.0,0.9,0.1,0.95,0.0,0.2,0.0,0.1,0.05,1.0,0.0,0.0,0.15,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.1,0.1
The Godfather Part III,0.2,0.05,0.0,0.15,0.7,0.05,0.95,0.0,0.0,0.9,0.6,0.0,0.0,1.0,0.75,0.8,0.0,0.1,0.0,0.1,0.05,0.05,0.0,0.0,0.0,0.3,0.0,0.0,0.05,0.0,0.0,0.0
The Commitments,0.05,0.0,0.0,0.1,0.0,0.85,0.0,0.2,0.0,0.7,0.0,0.1,0.0,1.0,0.05,0.0,0.0,0.9,0.75,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.2,0.0
Tucker: The Man and His Dream,0.1,0.05,0.0,0.2,0.95,0.05,0.0,0.0,0.0,0.9,0.15,0.0,0.0,0.9,0.85,0.9,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0
I Am: Celine Dion,0.0,0.0,0.0,0.05,0.95,0.05,0.0,0.0,0.9,0.8,0.0,0.1,0.0,0.9,0.2,0.15,0.0,0.98,0.7,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The World Is Not Enough,0.95,0.85,0.0,0.05,0.0,0.05,0.1,0.0,0.0,0.7,0.2,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.15,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Idle Hands,0.6,0.1,0.0,0.05,0.0,0.4,0.7,0.5,0.0,0.5,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
The Satire,0.05,0.01,0.0,0.1,0.0,0.8,0.02,0.75,0.0,0.2,0.0,0.05,0.0,1.0,0.05,0.0,0.0,0.05,0.0,0.05,0.0,0.01,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0
Wrath of the Titans,0.95,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.8,0.3,0.9,1.0,0.5,0.6,0.1,0.2,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Anna,0.2,0.05,0.0,0.1,0.4,0.0,0.7,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.05,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.1,0.0,0.0
The Boy Next Door,0.1,0.0,0.0,0.05,0.0,0.2,0.05,0.15,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.25,0.0
Dune: Part Two,0.95,0.92,0.0,0.15,0.05,0.02,0.08,0.0,0.0,0.85,0.9,0.1,0.8,0.99,0.2,0.15,0.1,0.1,0.0,0.15,0.0,0.05,0.0,0.98,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0
Amsterdam,0.2,0.1,0.0,0.15,0.3,0.4,0.5,0.6,0.0,0.7,0.1,0.05,0.0,1.0,0.8,0.0,0.0,0.05,0.0,0.75,0.25,0.1,0.0,0.0,0.0,0.65,0.6,0.0,0.0,0.85,0.35,0.0
May December,0.01,0.01,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.95,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
BASEketball,0.1,0.05,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.15,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.75,0.0,0.0,0.0
The Aftermath,0.05,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.3,0.7,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Things Heard & Seen,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,1.0,0.7,0.0,0.0,0.0,0.0,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shattered,0.1,0.0,0.0,0.05,0.0,0.0,0.7,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
Madagascar,0.1,0.75,0.95,0.05,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.9,0.25,1.0,0.0,0.0,0.0,0.15,0.1,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.2,0.0,0.0,0.0
Graduation Day,0.01,0.01,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.85,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Horrible Bosses,0.1,0.0,0.0,0.0,0.0,0.95,0.15,0.8,0.0,0.2,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.05,0.0
Blindsided,0.2,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Spaceman,0.6,0.55,0.0,0.15,0.2,0.05,0.0,0.0,0.0,0.7,0.1,0.1,0.0,1.0,0.15,0.2,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
The Marksman,0.75,0.6,0.0,0.1,0.05,0.05,0.2,0.0,0.0,0.7,0.25,0.4,0.0,1.0,0.3,0.35,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.0,0.0,0.0,0.0
Flushed Away,0.2,0.65,0.95,0.15,0.0,0.7,0.05,0.3,0.0,0.4,0.05,0.8,0.6,1.0,0.0,0.0,0.05,0.25,0.2,0.1,0.0,0.25,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.3,0.0
Sing Sing,0.1,0.05,0.0,0.05,0.15,0.0,0.9,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.2,0.0,0.0
Women Talking,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.1,0.2,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Haunted Mansion,0.2,0.55,0.0,0.15,0.0,0.6,0.0,0.0,0.0,0.3,0.05,0.7,0.8,1.0,0.1,0.0,0.45,0.25,0.35,0.65,0.0,0.1,0.0,0.1,0.0,0.5,0.0,0.0,0.4,0.0,0.0,0.0
Midnight in Paris,0.01,0.05,0.0,0.75,0.1,0.6,0.0,0.15,0.0,0.9,0.0,0.0,0.1,1.0,0.8,0.0,0.0,0.2,0.1,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0
