movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical_drama,horror,music,musical,mystery,noir,romance,romantic_comedy,science_fiction,sport,thriller,war,western,historical drama,romantic comedy,science fiction,dark_comedy
Manodrome,0.2,0.05,0.0,0.15,0.0,0.0,0.1,0.05,0.0,0.6,0.0,0.0,0.0,0.95,0.0,0.0,0.3,0.05,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Flowers in the Attic,0.05,0.01,0.0,0.1,0.0,0.0,0.01,0.0,0.0,0.95,0.0,0.0,0.0,0.99,0.0,0.0,0.8,0.0,0.0,0.4,0.0,0.01,0.0,0.0,0.0,0.75,0.0,0.0,0.15,0.0,0.0,0.0
The Avengers,0.95,0.7,0.0,0.05,0.0,0.1,0.15,0.05,0.0,0.6,0.8,0.2,0.1,1.0,0.0,0.0,0.05,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.75,0.1,0.0,0.0,0.0,0.65,0.0
Final Destination: Bloodlines,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.95,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
Anna Karenina,0.05,0.0,0.0,0.15,0.6,0.05,0.0,0.0,0.0,0.9,0.4,0.0,0.0,1.0,0.7,0.9,0.0,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ford v Ferrari,0.95,0.7,0.0,0.1,0.85,0.05,0.0,0.0,0.0,0.9,0.6,0.1,0.0,1.0,0.8,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.0,0.9,0.0,0.0,0.0
True Romance,0.75,0.6,0.0,0.15,0.05,0.8,0.7,0.85,0.0,0.7,0.05,0.0,0.0,1.0,0.05,0.0,0.05,0.5,0.0,0.55,0.4,0.95,0.8,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0
The Noel Diary,0.0,0.0,0.0,0.05,0.95,0.05,0.0,0.0,0.0,0.9,0.0,0.05,0.0,1.0,0.9,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Karate Kid,0.75,0.2,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.85,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atonement,0.05,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.95,0.1,0.0,0.0,1.0,0.7,0.9,0.0,0.1,0.0,0.4,0.0,0.85,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
The Dreamers,0.05,0.0,0.0,0.6,0.0,0.1,0.0,0.15,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Something Borrowed,0.0,0.0,0.0,0.01,0.0,0.05,0.0,0.02,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.95,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.8,0.0,0.0
Jesus Revolution,0.0,0.0,0.0,0.05,0.95,0.1,0.0,0.05,0.0,0.9,0.05,0.2,0.0,1.0,0.8,0.0,0.0,0.15,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0
Waltzing with Brando,0.01,0.01,0.0,0.6,0.85,0.05,0.01,0.01,0.75,0.9,0.01,0.01,0.0,0.99,0.8,0.8,0.0,0.05,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Rebel Ridge,0.6,0.7,0.0,0.1,0.05,0.05,0.15,0.0,0.0,0.65,0.2,0.25,0.0,1.0,0.4,0.5,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.0,0.0,0.0,0.0
Hacksaw Ridge,0.85,0.6,0.0,0.1,0.95,0.0,0.05,0.0,0.0,0.9,0.7,0.1,0.0,1.0,0.9,0.0,0.0,0.15,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.2,0.98,0.0,0.95,0.0,0.0,0.0
Imagine Me & You,0.01,0.01,0.0,0.05,0.05,0.1,0.0,0.05,0.0,0.65,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chasing Liberty,0.1,0.2,0.0,0.05,0.7,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.9,0.75,0.85,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
While We're Young,0.0,0.0,0.0,0.25,0.05,0.7,0.0,0.65,0.0,0.9,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
From Russia with Love,0.95,0.9,0.0,0.1,0.0,0.05,0.8,0.0,0.0,0.75,0.6,0.1,0.0,1.0,0.3,0.35,0.05,0.15,0.0,0.9,0.2,0.0,0.0,0.0,0.0,0.95,0.2,0.0,0.0,0.0,0.0,0.0
Flight Risk,0.2,0.35,0.0,0.05,0.1,0.15,0.0,0.0,0.0,0.4,0.0,0.25,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
Pollyanna,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.8,0.05,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quills,0.1,0.05,0.0,0.6,0.8,0.4,0.1,0.55,0.0,0.9,0.15,0.05,0.05,0.95,0.7,0.0,0.1,0.3,0.2,0.25,0.05,0.2,0.0,0.0,0.0,0.2,0.1,0.0,0.85,0.15,0.0,0.0
The NeverEnding Story,0.2,0.85,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.6,0.3,0.95,0.9,1.0,0.0,0.0,0.1,0.2,0.0,0.15,0.0,0.05,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
My Penguin Friend,0.0,0.1,1.0,0.05,0.0,0.3,0.0,0.15,0.0,0.2,0.0,0.8,0.1,1.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Real Pain,0.0,0.0,0.0,0.05,0.0,0.85,0.0,0.9,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erin Brockovich,0.05,0.0,0.0,0.1,0.95,0.1,0.2,0.05,0.0,0.9,0.0,0.0,0.0,0.95,0.7,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.0,0.0
Winnie-the-Pooh: Blood and Honey 2,0.7,0.2,0.0,0.05,0.0,0.0,0.65,0.1,0.0,0.55,0.0,0.05,0.1,0.95,0.0,0.0,0.9,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
The Sand Pebbles,0.7,0.65,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.85,0.75,0.0,0.0,0.95,0.9,0.0,0.0,0.1,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.1,0.95,0.0,0.9,0.0,0.0,0.0
Orange County,0.05,0.0,0.0,0.15,0.0,0.9,0.0,0.2,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
Dear Evan Hansen,0.0,0.0,0.0,0.05,0.1,0.05,0.0,0.05,0.0,0.95,0.0,0.15,0.0,1.0,0.0,0.0,0.0,0.9,0.95,0.1,0.0,0.2,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Kick-Ass 2,0.95,0.7,0.0,0.05,0.0,0.8,0.6,0.0,0.0,0.5,0.0,0.3,0.05,1.0,0.0,0.0,0.1,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.9
X-Men Origins: Wolverine,0.95,0.7,0.0,0.05,0.6,0.1,0.2,0.0,0.0,0.75,0.15,0.25,0.8,1.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.9,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
The Bad Seed,0.01,0.01,0.0,0.05,0.01,0.05,0.01,0.05,0.0,0.95,0.0,0.03,0.0,0.99,0.0,0.0,0.01,0.01,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Four Brothers,0.95,0.2,0.0,0.05,0.0,0.15,0.8,0.1,0.0,0.7,0.05,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.25,0.0,0.05,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Dirty Dancing: Havana Nights,0.1,0.2,0.0,0.05,0.0,0.4,0.0,0.15,0.0,0.6,0.0,0.55,0.0,1.0,0.1,0.0,0.0,0.85,0.7,0.0,0.0,0.8,0.0,0.0,0.0,0.05,0.0,0.0,0.1,0.65,0.0,0.0
His Three Daughters,0.01,0.0,0.0,0.15,0.2,0.05,0.0,0.0,0.0,0.8,0.0,0.05,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
Undercover Brother,0.85,0.6,0.95,0.05,0.0,0.9,0.1,0.8,0.0,0.15,0.0,0.7,0.2,1.0,0.0,0.0,0.05,0.1,0.15,0.2,0.0,0.05,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.25,0.0
Another Cabin in the Woods,0.2,0.15,0.0,0.1,0.0,0.7,0.05,0.9,0.0,0.3,0.0,0.05,0.8,1.0,0.0,0.0,0.95,0.1,0.0,0.85,0.0,0.0,0.0,0.85,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Doom,0.95,0.6,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,1.0,0.0,0.0,0.8,0.0,0.0,0.15,0.0,0.0,0.0,0.7,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Fire in the Sky,0.2,0.05,0.0,0.05,0.7,0.0,0.0,0.0,0.1,0.65,0.0,0.0,0.0,0.9,0.8,0.75,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
The Amazing Spider-Man 2,0.85,0.7,0.0,0.05,0.1,0.15,0.2,0.05,0.0,0.6,0.1,0.5,0.25,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.5,0.0
Can't Buy Me Love,0.05,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.6,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.2,0.3,0.1,0.0,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Spirited,0.05,0.1,0.9,0.2,0.0,0.8,0.0,0.7,0.0,0.6,0.1,0.9,0.7,1.0,0.0,0.0,0.0,0.6,0.9,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
