movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical_drama,horror,music,musical,mystery,noir,romance,romantic_comedy,science_fiction,sport,thriller,war,western,dark_comedy,historical drama,romantic comedy,science fiction
Snakes on a Plane,0.75,0.05,0.0,0.01,0.0,0.6,0.0,0.7,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.9,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
See You on Venus,0.05,0.1,0.0,0.15,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.95,0.05,0.0,0.0,0.1,0.0,0.05,0.0,0.3,0.35,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
Black Book,0.1,0.0,0.0,0.05,0.6,0.05,0.8,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.7,0.7,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
A Beautiful Mind,0.01,0.01,0.0,0.01,0.95,0.01,0.01,0.0,0.0,0.98,0.01,0.01,0.0,1.0,0.1,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.9,0.0,0.0
Violent Night,0.95,0.2,0.0,0.05,0.0,0.7,0.1,0.0,0.0,0.6,0.0,0.25,0.0,1.0,0.0,0.0,0.75,0.05,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.8,0.0,0.0,0.0
Dominique,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GoldenEye,0.95,0.9,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.15,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Babylon,0.65,0.2,0.0,0.7,0.3,0.8,0.25,0.9,0.0,0.95,0.6,0.05,0.0,1.0,0.6,0.0,0.05,0.5,0.4,0.15,0.2,0.4,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.7,0.3,0.0
The Beastmaster,0.7,0.85,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.2,0.3,0.6,0.95,1.0,0.05,0.0,0.25,0.1,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
The Tragedy of Macbeth,0.1,0.05,0.0,0.85,0.7,0.0,0.05,0.0,0.0,0.95,0.6,0.0,0.1,1.0,0.9,0.0,0.15,0.75,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.98,0.0,0.0
Vacation,0.1,0.2,0.0,0.05,0.0,0.85,0.0,0.7,0.0,0.2,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.0
Killers of the Flower Moon,0.1,0.05,0.0,0.15,0.95,0.0,0.8,0.0,0.0,0.9,0.2,0.0,0.0,1.0,0.9,0.0,0.0,0.05,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.05,0.0,0.95,0.0,0.0
Shaft,0.95,0.6,0.0,0.05,0.1,0.2,0.85,0.0,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.6,0.2,0.05,0.0,0.0,0.0,0.75,0.0,0.0,0.15,0.0,0.0,0.0
The Unholy Trinity,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.95,0.2,0.25,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Set It Up,0.05,0.05,0.0,0.05,0.0,0.95,0.0,0.2,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.05,0.1,0.0,0.9,0.95,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
The Dark Knight,0.98,0.0,0.0,0.15,0.0,0.0,0.95,0.0,0.0,0.9,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
Green Book,0.05,0.0,0.0,0.1,0.95,0.4,0.0,0.2,0.0,0.9,0.0,0.1,0.0,1.0,0.7,0.0,0.0,0.15,0.1,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0
Red Right Hand,0.2,0.0,0.0,0.15,0.6,0.05,0.7,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.75,0.0,0.0,0.0,0.0,0.65,0.1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.7,0.0,0.0
Grind,0.7,0.05,0.0,0.1,0.0,0.0,0.95,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.15,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.05,0.0,0.0,0.0
Tammy and the T-Rex,0.05,0.2,0.95,0.05,0.0,0.7,0.0,0.2,0.0,0.1,0.0,0.9,0.75,1.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2
22 Jump Street,0.85,0.6,0.0,0.05,0.0,0.95,0.2,0.8,0.0,0.4,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.0
Ferris Bueller's Day Off,0.1,0.25,0.0,0.05,0.0,0.95,0.0,0.2,0.0,0.15,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0
War Machine,0.65,0.1,0.0,0.25,0.7,0.8,0.05,0.9,0.0,0.95,0.15,0.0,0.0,0.99,0.75,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.4,0.0,0.0,0.7,0.0,0.0
I See You,0.1,0.0,0.0,0.05,0.0,0.0,0.15,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
His Three Daughters,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Super Troopers,0.1,0.05,0.0,0.05,0.0,0.95,0.05,0.8,0.0,0.2,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0
Den of Thieves 2: Pantera,0.95,0.1,0.0,0.05,0.0,0.0,0.9,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
The Talented Mr. Ripley,0.05,0.0,0.0,0.2,0.0,0.0,0.95,0.1,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.9,0.2,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
X-Men: Days of Future Past,0.95,0.85,0.0,0.05,0.1,0.2,0.0,0.0,0.0,0.8,0.7,0.6,0.25,1.0,0.15,0.1,0.1,0.05,0.0,0.6,0.0,0.1,0.0,0.98,0.0,0.85,0.0,0.0,0.15,0.0,0.0,0.0
Powder,0.01,0.02,0.0,0.25,0.01,0.05,0.0,0.0,0.0,0.75,0.0,0.02,0.1,1.0,0.0,0.0,0.01,0.02,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.1
Wildflower,0.01,0.01,0.0,0.2,0.05,0.05,0.01,0.01,0.0,0.75,0.01,0.01,0.0,0.99,0.1,0.0,0.0,0.05,0.01,0.05,0.0,0.4,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.15,0.02,0.0
A Good Day to Die Hard,0.95,0.7,0.0,0.05,0.0,0.1,0.2,0.15,0.0,0.25,0.1,0.15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Would You Rather (2019),0.1,0.05,0.0,0.05,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.25,0.0,0.0,0.05,0.0,0.0,0.75,0.0,0.0,0.0
Big Trouble,0.7,0.55,0.0,0.05,0.0,0.8,0.2,0.75,0.0,0.6,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.15,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Spontaneous,0.05,0.0,0.0,0.1,0.0,0.2,0.0,0.3,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Light of My Life,0.01,0.01,0.0,0.05,0.2,0.0,0.0,0.0,0.0,0.95,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
Sky High,0.7,0.65,0.95,0.1,0.05,0.8,0.0,0.25,0.0,0.55,0.05,0.9,0.7,1.0,0.0,0.0,0.0,0.2,0.15,0.05,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.4,0.1
Project X,0.2,0.05,0.0,0.01,0.0,0.8,0.1,0.75,0.0,0.2,0.0,0.15,0.0,1.0,0.0,0.0,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
21 Jump Street,0.85,0.2,0.0,0.05,0.0,0.9,0.1,0.8,0.0,0.6,0.0,0.4,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.7,0.0
Mr. Church,0.05,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.7,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0
Allegiant,0.75,0.8,0.0,0.1,0.05,0.05,0.1,0.0,0.0,0.7,0.6,0.2,0.65,1.0,0.15,0.1,0.15,0.1,0.0,0.5,0.0,0.1,0.0,0.9,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Next Goal Wins,0.01,0.01,0.0,0.05,0.85,0.1,0.0,0.0,0.95,0.9,0.0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.8,0.0,0.0
Road Trip,0.05,0.15,0.0,0.0,0.0,0.95,0.0,0.7,0.0,0.3,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.05,0.0,0.2,0.6,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Knock at the Cabin,0.2,0.05,0.0,0.15,0.0,0.0,0.0,0.05,0.0,0.75,0.0,0.0,0.05,1.0,0.0,0.0,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
All Dogs Go to Heaven,0.1,0.65,0.95,0.2,0.0,0.7,0.05,0.15,0.0,0.5,0.0,0.9,0.75,1.0,0.0,0.0,0.0,0.3,0.25,0.1,0.0,0.35,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.2,0.0
Migration,0.05,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.95,0.8,0.15,0.1,0.0,0.0,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
