movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical_drama,horror,music,musical,mystery,noir,romance,romantic_comedy,science_fiction,sport,thriller,war,western,dark_comedy,historical drama,romantic comedy,science fiction
Mermaids,0.01,0.01,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.85,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.2,0.7,0.0,0.0,0.05,0.0,0.0,0.65,0.0,0.0,0.0
Lolita,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Mean Girls,0.0,0.0,0.0,0.05,0.0,0.95,0.0,0.8,0.0,0.7,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0
The Bridge on the River Kwai,0.6,0.75,0.0,0.2,0.15,0.0,0.05,0.0,0.0,0.9,0.85,0.05,0.0,1.0,0.95,0.98,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.99,0.0,0.0,0.0,0.0,0.0
A Streetcar Named Desire,0.01,0.0,0.0,0.55,0.05,0.01,0.02,0.0,0.0,0.95,0.05,0.0,0.0,1.0,0.02,0.1,0.0,0.02,0.0,0.05,0.05,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0
Thanksgiving,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.5,0.0,0.7,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Demolition,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Friday Night Lights,0.05,0.01,0.0,0.05,0.05,0.05,0.0,0.02,0.0,0.9,0.02,0.2,0.0,1.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.05,0.0,0.0
Grown Ups,0.01,0.0,0.0,0.0,0.0,0.95,0.0,0.2,0.0,0.4,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.1,0.25,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
The Hunger Games,0.85,0.7,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.75,0.2,0.25,0.15,1.0,0.05,0.05,0.1,0.05,0.0,0.1,0.0,0.05,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Frankenhooker,0.1,0.0,0.0,0.15,0.0,0.7,0.1,0.95,0.0,0.3,0.0,0.0,0.15,1.0,0.0,0.0,0.85,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Roofman,0.7,0.65,0.0,0.1,0.0,0.05,0.15,0.0,0.0,0.2,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
"Roman J. Israel, Esq.",0.05,0.01,0.0,0.05,0.25,0.1,0.4,0.15,0.0,0.7,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0
Predestination,0.75,0.8,0.0,0.15,0.05,0.0,0.1,0.0,0.0,0.9,0.1,0.0,0.1,1.0,0.0,0.0,0.1,0.0,0.0,0.95,0.0,0.0,0.0,0.98,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Nope,0.65,0.4,0.0,0.7,0.0,0.1,0.05,0.25,0.0,0.8,0.0,0.0,0.2,1.0,0.0,0.0,0.5,0.15,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.3
Fandango,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nocturne,0.1,0.05,0.0,0.25,0.0,0.05,0.15,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.1,0.1,0.1,0.3,0.0,0.4,0.15,0.05,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0
The Reaping,0.2,0.05,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.4,0.0,0.0,0.15,1.0,0.0,0.0,0.7,0.05,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0
First Blood,0.95,0.6,0.0,0.05,0.1,0.0,0.2,0.0,0.0,0.85,0.1,0.0,0.0,1.0,0.15,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.15,0.0,0.0
Rogue One: A Star Wars Story,0.95,0.9,0.0,0.1,0.2,0.05,0.15,0.0,0.0,0.75,0.85,0.6,0.9,1.0,0.8,0.8,0.1,0.2,0.0,0.3,0.0,0.05,0.0,1.0,0.0,0.7,0.9,0.0,0.0,0.0,0.0,0.0
Vindicating Trump,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
Son in Law,0.05,0.0,0.0,0.1,0.0,0.7,0.0,0.6,0.0,0.6,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.2,0.0
The Deer Hunter,0.2,0.05,0.0,0.65,0.7,0.0,0.1,0.0,0.0,0.95,0.25,0.0,0.0,1.0,0.8,0.0,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.15,0.9,0.0,0.0,0.9,0.0,0.0
Days of Thunder,0.85,0.2,0.0,0.05,0.0,0.6,0.0,0.2,0.0,0.7,0.1,0.15,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.0,0.0,0.95,0.1,0.0,0.0,0.0,0.0,0.15,0.0
Woman of the Hour,0.01,0.01,0.0,0.2,0.1,0.15,0.0,0.05,0.0,0.95,0.05,0.05,0.0,1.0,0.25,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.7,0.1,0.0
Mothers' Instinct,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Lilo & Stitch,0.1,0.65,0.95,0.2,0.0,0.7,0.0,0.0,0.0,0.4,0.0,0.9,0.75,1.0,0.0,0.0,0.0,0.5,0.45,0.1,0.0,0.25,0.15,0.8,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0
Thelma the Unicorn,0.01,0.15,0.95,0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.05,0.8,0.9,0.95,0.0,0.0,0.0,0.1,0.1,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
K-PAX,0.0,0.0,0.0,0.2,0.05,0.15,0.0,0.1,0.0,0.75,0.0,0.05,0.3,1.0,0.0,0.0,0.0,0.05,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9
Lords of Chaos,0.0,0.0,0.0,0.05,0.8,0.0,0.0,0.0,0.95,0.9,0.0,0.0,0.0,0.95,0.9,0.85,0.1,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Ouija: Origin of Evil,0.05,0.1,0.0,0.05,0.15,0.0,0.0,0.0,0.0,0.3,0.0,0.05,0.6,1.0,0.15,0.0,0.85,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.15,0.0,0.0
The Silent Hour,0.05,0.0,0.0,0.1,0.0,0.0,0.15,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0.1,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
The Sleeping Dictionary,0.05,0.01,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Insidious: The Last Key,0.1,0.05,0.0,0.05,0.2,0.0,0.0,0.0,0.0,0.3,0.0,0.05,0.6,0.95,0.2,0.2,0.9,0.05,0.0,0.7,0.0,0.0,0.0,0.1,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Lawless,0.85,0.2,0.0,0.15,0.05,0.1,0.9,0.25,0.0,0.8,0.1,0.0,0.0,1.0,0.7,0.0,0.0,0.1,0.0,0.3,0.4,0.05,0.0,0.0,0.0,0.7,0.0,0.6,0.0,0.75,0.0,0.0
Flight of the Phoenix,0.7,0.65,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.8,0.4,0.0,0.0,0.95,0.05,0.15,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0
The Amazing Spider-Man,0.95,0.85,0.0,0.05,0.1,0.1,0.2,0.0,0.0,0.7,0.15,0.6,0.2,1.0,0.0,0.0,0.0,0.05,0.0,0.15,0.0,0.25,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.3
Buddy Games: Spring Awakening,0.05,0.0,0.0,0.1,0.0,0.3,0.0,0.1,0.0,0.4,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Do Revenge,0.1,0.05,0.0,0.15,0.0,0.75,0.1,0.8,0.0,0.65,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.1,0.0,0.2,0.0,0.3,0.4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Rust,0.1,0.05,0.0,0.05,0.2,0.0,0.15,0.0,0.8,0.3,0.0,0.0,0.0,0.95,0.25,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0
Cars 2,0.6,0.75,0.95,0.1,0.0,0.5,0.05,0.0,0.0,0.25,0.15,0.8,0.15,0.9,0.05,0.0,0.0,0.2,0.15,0.1,0.0,0.1,0.1,0.25,0.1,0.2,0.0,0.0,0.2,0.0,0.0,0.0
Unstoppable,0.95,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.4,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
The Last Airbender,0.85,0.95,1.0,0.7,0.0,0.2,0.0,0.0,0.0,0.8,0.75,0.9,0.98,1.0,0.15,0.0,0.0,0.6,0.1,0.25,0.0,0.1,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.0,0.0
Rush,0.95,0.2,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.9,0.7,0.1,0.0,1.0,0.8,0.9,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.1,0.0,0.0,0.0,0.0,0.0,0.0
