Title,Year,Duration,Rated,IMDB Rating,Number of Ratings,Description,Genre,Runtime,Director,Writer,Actors,Rating,Awards,Descrption,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western,dark_comedy,historical_drama,romantic_comedy,science_fiction
This Is the End,2013,1h 47m,R,6.6,440K,"1h 47m
R
6.6
 (440K)
Rate
67
Metascore
Six Los Angeles celebrities are stuck in James Franco's house after a series of devastating events just destroyed the city. Inside, the group not only have to face the apocalypse, but themselves.",,,,,,,,,0.05,0.02,0.0,0.01,0.01,0.95,0.02,0.85,0.0,0.15,0.0,0.1,0.05,1.0,0.01,0.0,0.05,0.02,0.01,0.05,0.0,0.02,0.1,0.01,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Splice,2009,1h 44m,R,5.8,104K,"1h 44m
R
5.8
 (104K)
Rate
66
Metascore
Genetic engineers Clive Nicoli and Elsa Kast hope to achieve fame by successfully splicing together the DNA of different animals to create new hybrid animals for medical use.",,,,,,,,,0.2,0.05,0.0,0.15,0.0,0.05,0.1,0.0,0.0,0.6,0.0,0.0,0.1,1.0,0.0,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.85,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
Queenpins,2021,1h 50m,R,6.4,26K,"1h 50m
R
6.4
 (26K)
Rate
45
Metascore
A pair of housewives create a $40 million coupon scam.",,,,,,,,,0.1,0.0,0.0,0.0,0.2,0.7,0.6,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.1,0.0,0.4,0.0,0.05,0.0,0.0,0.0,0.5,0.0,0.0,0.65,0.2,0.1,0.0
That Thing You Do!,1996,1h 48m,PG,7.0,75K,"and rides the star-making machinery as long as they can, with lots of help from their manager.",,,,,,,,,0.05,0.0,0.0,0.1,0.0,0.85,0.0,0.15,0.0,0.7,0.0,0.6,0.0,1.0,0.2,0.2,0.0,0.9,0.4,0.0,0.0,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spy Kids,2001,1h 28m,PG,5.6,130K,"1h 28m
PG
5.6
 (130K)
Rate
71
Metascore
Two kids become spies in attempt to save their ex-spies parents from an evil mastermind. Armed with a bag of high tech gadgets, Carmen and Juni will bravely crisscross the globe on a mission to save their parents and maybe even the world.",,,,,,,,,0.95,0.9,0.8,0.1,0.0,0.85,0.05,0.0,0.0,0.15,0.0,0.98,0.7,1.0,0.0,0.0,0.1,0.2,0.25,0.15,0.0,0.05,0.0,0.0,0.0,0.7,0.0,0.0,0.6,0.0,0.1,0.75
Knowing,2009,2h 1m,PG,6.2,252K,"2h 1m
PG-13
6.2
 (252K)
Rate
41
Metascore
M.I.T. professor John Koestler links a mysterious list of numbers from a time capsule to past and future disasters and sets out to prevent the ultimate catastrophe.",,,,,,,,,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1
Bad Teacher,2011,1h 32m,R,5.7,215K,"1h 32m
R
5.7
 (215K)
Rate
47
Metascore
A lazy, incompetent middle school teacher who hates her job, her students, and her co-workers is forced to return to teaching to make enough money for breast implants after her wealthy fianc̩ dumps her.",,,,,,,,,0.05,0.0,0.0,0.1,0.0,0.95,0.05,0.9,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.6,0.0
Game Night,2018,1h 40m,G,6.9,261K,"1h 40m
R
6.9
 (261K)
Rate
66
Metascore
A group of friends who meet regularly for game nights find themselves entangled in a real-life mystery when the shady brother of one of them is seemingly kidnapped by dangerous gangsters.",,,,,,,,,0.2,0.05,0.0,0.05,0.0,0.9,0.05,0.85,0.0,0.25,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.6,0.0
Romancing the Stone,1984,1h 46m,R,6.9,106K,"1h 46m
PG
6.9
 (106K)
Rate
63
Metascore
A mousy romance novelist sets off for Colombia to ransom her kidnapped sister, and soon finds herself in the middle of a dangerous adventure hunting for treasure with a mercenary rogue.",,,,,,,,,0.2,0.85,0.0,0.05,0.0,0.7,0.05,0.15,0.0,0.4,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.95,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0
Alone,2020,1h 38m,R,6.2,32K,"1h 38m
R
6.2
 (32K)
Rate
70
Metascore
A recently widowed traveler is kidnapped by a cold-blooded killer, only to escape into the wilderness, where she is forced to battle against the elements as her pursuer closes in on her.",,,,,,,,,0.2,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Moana,2026,,,,,Disney animated film 'Moana'.,,,,,,,,,0.6,0.95,1.0,0.4,0.2,0.5,0.0,0.0,0.0,0.7,0.75,0.9,0.8,1.0,0.6,0.0,0.0,0.9,0.85,0.1,0.0,0.25,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.6,0.0,0.05
Van Wilder,2002,1h 32m,R,6.4,117K,"1h 32m
R
6.4
 (117K)
Rate
26
Metascore
The most popular kid on campus meets a beautiful journalist who makes him realize that maybe he's afraid to graduate.",,,,,,,,,0.1,0.15,0.0,0.05,0.0,0.9,0.0,0.2,0.0,0.2,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.3,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Succubus,2024,1h 43m,R,4.6,820,"1h 43m
4.6
 (820)
Rate
A new father struggling with fatigue, emotional insecurities, and a failing marriage joins a dating app, only to swipe right on what may be an inhuman presence.",,,,,,,,,0.1,0.05,0.0,0.2,0.0,0.05,0.0,0.0,0.0,0.4,0.0,0.0,0.1,1.0,0.0,0.0,0.7,0.05,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Indecent Proposal,1993,1h 57m,R,6.0,80K,"1h 57m
R
6.0
 (80K)
Rate
45
Metascore
A billionaire offers $1,000,000 to a young married couple for one night with the wife.",,,,,,,,,0.0,0.0,0.0,0.01,0.0,0.05,0.0,0.1,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.95,0.15,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
CODA,2021,1h 51m,PG,8.0,172K,"1h 51m
PG-13
8.0
 (172K)
Rate
72
Metascore
When the family's fishing business is threatened, Ruby finds herself torn between pursuing her musical passion and her fear of abandoning her deaf parents.",,,,,,,,,0.0,0.0,0.0,0.05,0.05,0.1,0.0,0.05,0.0,0.95,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Virgin Suicides,1999,1h 37m,R,7.2,174K,s.,,,,,,,,,0.0,0.0,0.0,0.75,0.1,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
X-Men: Apocalypse,2016,2h 24m,PG,6.8,472K,"s, the X-Men must defeat an ancient all-powerful mutant, En Sabah Nur, who intends to thrive by bringing destruction to the world.",,,,,,,,,0.95,0.8,0.0,0.05,0.2,0.1,0.0,0.0,0.0,0.75,0.6,0.3,0.9,1.0,0.25,0.0,0.15,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.98
The Hobbit: The Battle of the Five Armies,2014,2h 24m,R,7.4,586K,"2h 24m
R
7.4
 (586K)
Rate
59
Metascore
Bilbo Baggins and company are forced to engage in a war against an array of combatants and keep the Lonely Mountain from falling into the hands of a rising darkness.",,,,,,,,,0.95,0.98,0.0,0.15,0.05,0.1,0.0,0.0,0.0,0.75,0.85,0.6,0.99,0.95,0.2,0.0,0.0,0.2,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.0,0.0,0.25,0.0,0.0
In Time,2011,1h 49m,PG,6.7,458K,"1h 49m
PG-13
6.7
 (458K)
Rate
53
Metascore
In a future where people stop aging at 25, but are engineered to live only one more year, having the means to buy your way out of the situation is a shot at immortal youth. Will Salas is accused of murder and on the run with a hostage.",,,,,,,,,0.7,0.2,0.0,0.1,0.0,0.15,0.1,0.25,0.0,0.65,0.1,0.0,0.0,0.95,0.0,0.0,0.0,0.05,0.0,0.2,0.0,0.05,0.0,0.9,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Original Sin,2001,1h 56m,R,6.0,61K,"1h 56m
R
6.0
 (61K)
Rate
33
Metascore
A woman, along with her lover, plans to con a rich man by marrying him, earning his trust, and then running away with all his money. Everything goes as planned until she falls in love with him.",,,,,,,,,0.1,0.05,0.0,0.15,0.0,0.0,0.7,0.05,0.0,0.8,0.0,0.0,0.0,1.0,0.1,0.1,0.1,0.05,0.0,0.6,0.15,0.05,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
"Oh, Canada",2024,1h 31m,R,5.5,408,"1h 31m
5.5
 (408)
Rate
59
Metascore
Leonard Fife, one of sixty thousand draft evaders and deserters who fled to Canada to avoid serving in Vietnam, shares all his secrets to de-mythologize his mythologized life.",,,,,,,,,0.01,0.1,0.0,0.05,0.15,0.45,0.0,0.2,0.0,0.6,0.05,0.3,0.0,0.95,0.2,0.0,0.0,0.15,0.05,0.05,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.25,0.2,0.0
Amsterdam,2022,2h 14m,R,6.1,98K,"s, three friends witness a murder, are framed for it, and uncover one of the most outrageous plots in American history.",,,,,,,,,0.2,0.1,0.0,0.15,0.3,0.4,0.5,0.6,0.0,0.7,0.1,0.05,0.0,1.0,0.8,0.85,0.0,0.05,0.0,0.75,0.25,0.1,0.35,0.0,0.0,0.65,0.6,0.0,0.0,0.0,0.0,0.0
Transformers: The Last Knight,2017,2h 34m,PG,5.2,173K,"2h 34m
PG-13
5.2
 (173K)
Rate
27
Metascore
A deadly threat from Earth's history reappears and a hunt for a lost artifact takes place between Autobots and Decepticons, while Optimus Prime encounters his creator in space.",,,,,,,,,0.95,0.8,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.2,0.7,0.25,0.6,1.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.9
Elvis,2022,2h 39m,PG,7.3,244K,"s while maintaining a complex relationship with his manager, Colonel Tom Parker.",,,,,,,,,0.2,0.05,0.0,0.15,0.95,0.05,0.1,0.0,0.0,0.9,0.1,0.05,0.0,1.0,0.9,0.0,0.0,0.9,0.7,0.05,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.95,0.0,0.0
Moonfall,2022,2h 10m,PG,5.1,104K,"2h 10m
PG-13
5.1
 (104K)
Rate
41
Metascore
A mysterious force knocks the moon from its orbit and sends it hurtling on a collision course toward earth.",,,,,,,,,0.75,0.65,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.5,0.4,0.15,0.2,0.95,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.05,0.0,0.0,0.9
Zoolander,2001,1h 30m,R,6.5,300K,"1h 30m
R
6.5
 (300K)
Rate
61
Metascore
At the end of his career, a clueless fashion model is brainwashed to kill the Prime Minister of Malaysia.",,,,,,,,,0.1,0.05,0.0,0.15,0.0,0.95,0.05,0.8,0.0,0.2,0.0,0.1,0.05,1.0,0.0,0.0,0.0,0.1,0.15,0.05,0.0,0.1,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
The 40-Year-Old Virgin,2005,1h 56m,R,7.1,478K,"1h 56m
R
7.1
 (478K)
Rate
73
Metascore
Goaded by his buddies, a nerdy guy who's never ""done the deed"" only finds the pressure mounting when he meets a single mother.",,,,,,,,,0.01,0.01,0.0,0.05,0.02,0.98,0.01,0.8,0.0,0.75,0.0,0.1,0.0,1.0,0.01,0.0,0.0,0.05,0.01,0.05,0.0,0.2,0.95,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Underworld,2003,2h 1m,R,7.0,290K,"2h 1m
R
7.0
 (290K)
Rate
42
Metascore
Selene, a vampire warrior, is entrenched in a conflict between vampires and werewolves, while falling in love with Michael, a human who is sought by werewolves for unknown reasons.",,,,,,,,,0.95,0.7,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.6,0.2,0.0,0.9,1.0,0.0,0.0,0.85,0.15,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8
The Twilight Saga: Breaking Dawn - Part 2,2012,1h 55m,PG,5.6,268K,"1h 55m
PG-13
5.6
 (268K)
Rate
52
Metascore
After the birth of Renesmee/Nessie, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",,,,,,,,,0.2,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.3,0.4,0.95,0.0,0.0,0.05,0.05,0.0,0.05,0.0,0.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Gods of Egypt,2016,2h 7m,G,5.4,129K,"2h 7m
PG-13
5.4
 (129K)
Rate
25
Metascore
Mortal hero Bek teams with the god Horus in an alliance against Set, the merciless god of darkness, who has usurped Egypt's throne, plunging the once peaceful and prosperous empire into chaos and conflict.",,,,,,,,,0.75,0.8,0.0,0.15,0.05,0.1,0.0,0.05,0.0,0.6,0.7,0.2,0.95,1.0,0.7,0.7,0.1,0.15,0.0,0.1,0.0,0.15,0.0,0.85,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Road House,1989,1h 54m,R,6.7,105K,"1h 54m
R
6.7
 (105K)
Rate
36
Metascore
A legendary bouncer comes to restore order at a notorious bar but runs afoul of a ruthless crime boss who controls the town.",,,,,,,,,0.95,0.1,0.0,0.05,0.0,0.2,0.15,0.25,0.0,0.3,0.0,0.05,0.0,0.99,0.0,0.0,0.0,0.1,0.0,0.05,0.05,0.1,0.0,0.0,0.0,0.6,0.0,0.05,0.0,0.0,0.0,0.0
Blended,2014,1h 57m,PG,6.5,148K,"1h 57m
PG-13
6.5
 (148K)
Rate
31
Metascore
After a bad blind date, a man and woman find themselves stuck together at a resort for families, where their attraction grows as their respective kids benefit from the burgeoning relationship.",,,,,,,,,0.05,0.1,0.0,0.0,0.0,0.85,0.0,0.2,0.0,0.4,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0
The Exorcism,2024,1h 35m,R,4.1,,"1h 35m
R
4.1
 (9.4K)
Rate
46
Metascore
A troubled actor begins to exhibit a disruptive behavior while shooting a horror film. His estranged daughter wonders if he's slipping back into his past addictions or if there's something more sinister at play.",,,,,,,,,0.05,0.01,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.05,1.0,0.0,0.0,0.95,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Far from the Madding Crowd,2015,1h 59m,PG,7.1,55K,"1h 59m
PG-13
7.1
 (55K)
Rate
71
Metascore
In Victorian England, the independent and headstrong Bathsheba Everdene attracts three very different suitors: Gabriel Oak, a sheep farmer; Frank Troy, a reckless Sergeant; and William Boldwood, a prosperous and mature bachelor.",,,,,,,,,0.1,0.2,0.0,0.3,0.05,0.15,0.0,0.0,0.0,0.9,0.15,0.1,0.0,0.95,0.7,0.0,0.0,0.1,0.0,0.25,0.0,0.8,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.85,0.2,0.0
Beautiful Boy,2018,2h,R,7.4,107K,"2h
R
7.4
 (107K)
Rate
62
Metascore
Based on the best-selling pair of memoirs from father and son David and Nic Sheff, Beautiful Boy chronicles the heartbreaking and inspiring experience of survival, relapse and recovery in a family coping with addiction over many years.",,,,,,,,,0.0,0.0,0.0,0.05,0.95,0.05,0.0,0.0,0.0,0.9,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dirty Harry,1971,1h 42m,R,7.7,172K,"1h 42m
R
7.7
 (172K)
Rate
87
Metascore
When a man calling himself ""the Scorpio Killer"" menaces San Francisco, tough-as-nails Police Inspector ""Dirty"" Harry Callahan is assigned to track down the crazed psychopath.",,,,,,,,,0.98,0.05,0.0,0.05,0.0,0.02,0.95,0.01,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01,0.0,0.9,0.85,0.0,0.0,0.0,0.0,0.95,0.0,0.9,0.0,0.0,0.0,0.0
Logan Lucky,2017,1h 58m,PG,7.0,168K,"1h 58m
PG-13
7.0
 (168K)
Rate
78
Metascore
Two brothers attempt to pull off a heist during a NASCAR race in North Carolina.",,,,,,,,,0.85,0.6,0.0,0.05,0.0,0.7,0.95,0.8,0.0,0.65,0.0,0.1,0.0,1.0,0.15,0.1,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.75,0.0,0.2,0.0,0.0,0.0,0.0
The Poughkeepsie Tapes,2007,1h 21m,R,5.9,27K,"1h 21m
R
5.9
 (27K)
Rate
In an abandoned house in Poughkeepsie, New York murder investigators uncover hundreds of tapes showing decades of a serial killer's work.",,,,,,,,,0.05,0.0,0.0,0.15,0.2,0.0,0.75,0.0,0.9,0.8,0.0,0.0,0.0,0.9,0.6,0.6,0.1,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Lisa Frankenstein,2024,1h 41m,PG,6.1,25K,"1h 41m
PG-13
6.1
 (25K)
Rate
47
Metascore
A coming of RAGE love story about a teenager and her crush, who happens to be a corpse. After a set of horrific circumstances bring him back to life, the two embark on a journey to find love, happiness - and a few missing body parts.",,,,,,,,,0.05,0.1,0.0,0.2,0.0,0.4,0.0,0.3,0.0,0.6,0.0,0.2,0.15,1.0,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
The Lost World: Jurassic Park,1997,2h 9m,PG,6.6,452K,"2h 9m
PG-13
6.6
 (452K)
Rate
59
Metascore
A research team is sent to the Jurassic Park Site B island to study the dinosaurs there, while an InGen team approaches with another agenda.",,,,,,,,,0.95,0.92,0.0,0.05,0.0,0.08,0.0,0.0,0.0,0.7,0.85,0.75,0.6,1.0,0.0,0.0,0.8,0.1,0.0,0.2,0.0,0.0,0.0,0.98,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0
The Ring,2002,1h 55m,R,7.1,384K,"1h 55m
PG-13
7.1
 (384K)
Rate
57
Metascore
A journalist must investigate a mysterious videotape which seems to cause the death of anyone one week to the day after they view it.",,,,,,,,,0.05,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,1.0,0.0,0.0,0.95,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
A Quiet Place Part II,2020,1h 37m,PG,7.2,294K,"1h 37m
PG-13
7.2
 (294K)
Rate
71
Metascore
Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize the creatures that hunt by sound are not the only threats lurking beyond the sand path.",,,,,,,,,0.7,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.65,0.05,0.05,0.0,1.0,0.0,0.0,0.95,0.15,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.15
Risky Business,1983,1h 39m,R,6.8,102K,"1h 39m
R
6.8
 (102K)
Rate
75
Metascore
A Chicago teenager is looking for fun at home while his parents are away, but the situation quickly gets out of hand.",,,,,,,,,0.1,0.05,0.0,0.05,0.0,0.9,0.0,0.0,0.0,0.6,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.15,0.05,0.0,0.0,0.2,0.0,0.0,0.0,0.05,0.0,0.0,0.2,0.0,0.4,0.0
Goldfinger,1964,1h 50m,G,7.7,206K,"1h 50m
Approved
7.7
 (206K)
Rate
87
Metascore
While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.",,,,,,,,,0.95,0.7,0.0,0.1,0.0,0.2,0.6,0.0,0.0,0.5,0.25,0.1,0.05,1.0,0.0,0.0,0.05,0.15,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.3,0.0,0.0,0.1
Christmas with the Kranks,2004,1h 39m,PG,5.5,58K,"1h 39m
PG
5.5
 (58K)
Rate
22
Metascore
With their daughter, Blair, away in Peru, Luther and Nora Krank decide to skip Christmas all together until she decides to come home, causing an uproar when they have to celebrate it at the last minute.",,,,,,,,,0.01,0.05,0.0,0.02,0.0,0.95,0.0,0.2,0.0,0.6,0.0,0.8,0.01,0.99,0.0,0.0,0.0,0.1,0.05,0.05,0.0,0.15,0.7,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
Casper,1995,1h 40m,PG,6.2,151K,"1h 40m
PG
6.2
 (151K)
Rate
49
Metascore
An afterlife therapist and his daughter meet a friendly young ghost when they move into a crumbling mansion in order to rid the premises of wicked spirits.",,,,,,,,,0.05,0.25,0.95,0.1,0.0,0.7,0.0,0.15,0.0,0.3,0.0,0.9,0.8,1.0,0.0,0.0,0.1,0.15,0.1,0.05,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gran Turismo,2023,2h 14m,G,7.1,113K,"2h 14m
PG-13
7.1
 (113K)
Rate
48
Metascore
Based on the unbelievable, inspiring true story of a team of underdogs - a struggling, working-class gamer, a failed former race car driver, and an idealistic motorsport exec - who risk it all to take on the most elite sport in the world.",,,,,,,,,0.75,0.6,0.0,0.1,0.85,0.15,0.0,0.0,0.0,0.8,0.2,0.5,0.0,1.0,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.0,0.95,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Ghost Ship,2002,1h 31m,G,5.6,112K,"passenger ship floating lifeless in a remote region of the Bering Sea, and soon notices that its long-dead inhabitants may still be on board.",,,,,,,,,0.2,0.15,0.0,0.05,0.0,0.05,0.05,0.0,0.0,0.4,0.0,0.0,0.0,0.95,0.05,0.0,0.25,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.05,0.0,0.0
Sling Blade,1996,2h 15m,R,8.0,100K,"2h 15m
R
8.0
 (100K)
Rate
85
Metascore
Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town.",,,,,,,,,0.1,0.05,0.0,0.75,0.2,0.6,0.15,0.8,0.0,0.95,0.0,0.05,0.0,1.0,0.0,0.0,0.05,0.1,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Transformers: Revenge of the Fallen,2009,2h 29m,R,6.0,435K,"2h 29m
PG-13
6.0
 (435K)
Rate
35
Metascore
Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",,,,,,,,,0.95,0.8,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.15,0.7,0.2,0.9,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.05,0.0,0.0,0.98
The Dark Tower,2017,1h 35m,PG,5.6,148K,"1h 35m
PG-13
5.6
 (148K)
Rate
34
Metascore
A boy haunted by visions of a dark tower from a parallel reality teams up with the tower's disillusioned guardian to stop an evil warlock known as the Man in Black who plans to use the boy to destroy the tower and open the gates of Hell.",,,,,,,,,0.85,0.92,0.0,0.15,0.05,0.1,0.12,0.0,0.0,0.7,0.8,0.2,0.95,0.98,0.1,0.0,0.25,0.1,0.0,0.65,0.0,0.05,0.0,0.0,0.0,0.75,0.05,0.0,0.05,0.08,0.0,0.8
The Hills Have Eyes,2006,1h 47m,R,6.4,188K,"1h 47m
R
6.4
 (188K)
Rate
52
Metascore
A traveling family falls victim to a group of mutated cannibals in a desert far away from civilization.",,,,,,,,,0.75,0.6,0.0,0.1,0.0,0.05,0.15,0.0,0.0,0.5,0.1,0.0,0.0,1.0,0.0,0.0,0.9,0.05,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.2,0.0,0.0,0.0,0.1
2 Fast 2 Furious,2003,1h 47m,PG,5.9,304K,"1h 47m
PG-13
5.9
 (304K)
Rate
38
Metascore
Former cop Brian O'Conner is called upon to bust a dangerous criminal and he recruits the help of a former childhood friend and street racer who has a chance to redeem himself.",,,,,,,,,0.98,0.85,0.0,0.01,0.0,0.2,0.9,0.0,0.0,0.5,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.25,0.0,0.0,0.1,0.7,0.0,0.0,0.15,0.0,0.15,0.0
Lady Chatterley's Lover,2022,2h 6m,R,6.6,24K,"2h 6m
R
6.6
 (24K)
Rate
67
Metascore
An unhappily married aristocrat begins a torrid affair with the gamekeeper on her husband's country estate.",,,,,,,,,0.0,0.0,0.0,0.05,0.2,0.0,0.0,0.0,0.0,0.95,0.05,0.0,0.0,0.9,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Expendables 4,2023,1h 43m,R,4.8,46K,"1h 43m
R
4.8
 (46K)
Rate
30
Metascore
Armed with every weapon they can get their hands on, the Expendables are the world's last line of defense and the team that gets called when all other options are off the table.",,,,,,,,,0.95,0.6,0.0,0.05,0.0,0.2,0.1,0.15,0.0,0.1,0.15,0.05,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Operation Fortune: Ruse de Guerre,2023,1h 54m,R,6.3,96K,"1h 54m
R
6.3
 (96K)
Rate
51
Metascore
Special agent Orson Fortune and his team of operatives recruit one of Hollywood's biggest movie stars to help them on an undercover mission when the sale of a deadly new weapons technology threatens to disrupt the world order.",,,,,,,,,0.95,0.85,0.0,0.1,0.05,0.6,0.2,0.7,0.0,0.75,0.2,0.15,0.05,1.0,0.1,0.0,0.0,0.15,0.0,0.8,0.05,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.15,0.15,0.05
